,Date,Title,Article,Category,Image_link,Article_link
0,04-1-20,Consensus still possible,"The very rationale of establishing the Inter-State Council was to have a wide perspective on resolving frictions. In the present context, we need to remind ourselves of its role

The Inter-State Council, having its roots in Article 263 of the Constitution, was meant for situations just like the present one but appears to have been lost sight of. There are several advantages of having a written Constitution, the foremost being that even for certain unforeseen eventualities, a Constitutional approach can be incorporated in specific terms. As such, it is entirely to the credit of the Constituent Assembly that it could envisage the importance of Centre-State relations, more than 70 years ago, and included Article 263 in our Constitution, without a even a debate.

Titled as “Provisions with respect to an Inter-State Council”, Article 263 states that it would be lawful for the President to establish such a Council, if at any time it appears that public interest will be served. The Council has been charged with the duty of inquiring into and advising upon disputes, which may have arisen between States; investigating and discussing subjects in which some or all of the States or the Union and one or more of the States have a common interest; or making recommendations upon any such subject and, in particular, recommendations for better coordination of policy and action with respect to that subject. There was, however, no opportunity to operationalise the provisions of this Article till almost 40 years after the promulgation of the Constitution.

In the current scenario and in the context of the political developments between the Centre and some States, it would be relevant to recapitulate the envisaged role of the Inter-State Council and the recommendations made by various Constitutional review commissions on its significance. An initial review of various aspects of Centre-State relations was undertaken by the First Administrative Reforms Commission chaired by K Hanumanthaiah (1966-70). The political situation after the 1967 general elections, when for the first time the ruling party at the Centre had to face hostile State Governments, had a definite impact on its recommendations, which among others also included: “The Inter-State or Centre-State differences should be settled by mutual discussions. To the extent possible, these discussions should be held in camera. Only the decisions may be issued in the form of Statements. An Inter-State Council should be constituted under Article 263 of the Constitution; it may consist of: (i) the Prime Minister-Chairman (ii) the Finance Minister (iii) the Home Minister (iv) the Leader of the Opposition in the Lok Sabha (when one is not available, a representative should be elected by the Opposition parties by single transferable vote) (v) five representatives, one each from the five Zonal Councils; any of the Union Cabinet Ministers or Chief Ministers, who may be concerned with a particular subject, may be invited for discussion when the relevant subject is under consideration; and the proceedings of this Council must be secret. (i) The Inter-State Council will have the functions indicated in Article 263 of the Constitution. (ii) The inter-State Council may be set up, to begin with, for a period of two years. A decision may be taken on its continuance in the light of experience gained.”

However, despite the deteriorating Centre-State relations in the late 1960s, not much could be achieved as the Council was not established. Later, as the political situation underwent a change after the mid-term poll of 1971 and followed a similar trajectory in the States, these recommendations were practically forgotten.

In the early 1980s, the dynamics of Centre-State relations once again came under stress, leading to a virtual breakdown. The atmosphere of consensus and cooperation was giving way to politics of confrontation. In this strained atmosphere, the Prime Minister constituted a Commission under the chairmanship of Justice (retd) RS Sarkaria, formerly of the Supreme Court. The charter of this Commission was to “review the existing arrangements between the Centre and the States while keeping in view the social and economic developments that had taken place over the years. The review was also to take into account the importance of unity and integrity of the nation for promoting welfare of the people.”

While endorsing the recommendations of the First Administrative Reforms Commission, Justice Sarkaria added that there should be a Standing Committee of the inter-governmental council under Article 263 of the Constitution. While the general body of the Council was to meet at least twice a year, the Standing Committee was stipulated to meet at least four times a year. A permanent secretariat for the Council was also recommended to be established.

The report of the Sarkaria Commission became available sometime in 1987-88 and it was left to the National Front Government of VP Singh to establish the Inter-State Council in 1990. Though from time to time several meetings of the Chief Ministers have been convened at the Centre on various subjects, these possibly cannot be termed as Constitutional meetings under the Article 263.

Later, the Justice Venkatachaliah Commission, while reviewing the working of the Constitution, affirmed the recommendations of the Sarkaria Commission and emphasised that “in resolving problems and coordinating policy and action, the Union as well as the States should utilise the forum of Inter-State Council more effectively. This will be in tune with the spirit of cooperative federalism, requiring proper understanding and mutual confidence and resolution of problems of common interest expeditiously.”

Yet another Constitutional review took place in 2007, where Justice MM Punchhi, former Chief Justice of India (CJI), expressed that “federalism is a living faith to manage diversities and it needs to be supported by institutional mechanisms to facilitate co-operation and co-ordination among the units and between the units and the Union. Co-operative federalism is easily endorsed but difficult to practice without adequate means of consultation at all levels of Government.” The Inter-State Council was seen as an extremely useful mechanism for consensus-building and voluntary settlement of disputes, in case given the autonomy required for functioning as a Constitutional body, independent of the Union and the States.

According to our Constitution, the administrative relations between the Centre and the States are to be governed as per the provisions of Articles 256 and 257. The provisions of Article 257 (1) are quite explicit as it is stated that the executive power of every State shall be so exercised as not to impede or prejudice the exercise of the executive power of the Union, and the executive power of the Union shall extend to the giving of such directions to a State as may appear to the Government of India to be necessary for the purpose. A similar provision exists in Article 256 for implementation by States of the laws framed by the Parliament.

Several States had raised objections to the powers exercisable by the Centre under Articles 256 and 257 on grounds that they not only diluted the autonomy of States but were also not in the interest of a healthy federal arrangement. In this context, the Commission was of the considered view that there was no case for amendment of these provisions. While at the same time, it must be clarified that “favouring the retention of these provisions is entirely different from advocating easy or quick resort to them. Articles 256 and 257 may be viewed as a safety valve, one which may never come into play but which is nevertheless required to be retained.”

On the subject of Centre-State relations, it would be useful to recall the eminent jurist Justice (retd) VR Krishna Iyer, who elaborated, “The purpose is not to weaken the Centre nor to exaggerate the autonomy of the States, nor to usurp powers rightfully lodged elsewhere. India can be strong only if the Union is strong and it can be strong only if the units are equally strong and operate on a common wavelength in matters fundamental to the governance of the country.”

The very rationale of having a Constitutional body like the Inter-State Council has been to have an extremely wide perspective, which would be all encompassing, besides having an integrated approach towards building a consensus on policies of national importance. In the present context, we may have lost an opportunity but it may still not be too late.

(The writer is a former Governor and a Senior Advisor at the Pranab Mukherjee Foundation)",columnists,https://www.dailypioneer.com/uploads/2020/story/images/big/consensus-still-possible-2020-01-04.jpg,https://www.dailypioneer.com/2020/columnists/consensus-still-possible.html
1,04-1-20,Children of a lesser God,"Fit India is an impossible dream when the real burden of disease is systemic negligence, no matter who runs the Govt

Even the death of 100 infants in a month at Kota’s JK Lon Hospital due to sheer negligence hasn’t shocked us as a nurturer and bequeather of our future generation. We would rather confine ourselves to silly debates on religion and identity when there is a mindless loss of young lives and a lost generation that may not be healthy enough to shape their identity in the first place. We can be termite-free, zero this and that but not disease-free. Isn’t a nation that is aspiring to be a $5 trillion economy on bullet trains ashamed that its newborns cannot even survive a harsh winter simply because they are underweight and underdeveloped? All political slugfests and demagoguery have no meaning in this country when year after year the poor and underprivileged children die because of a compromised public healthcare system, no matter who is running the regime with a difference or who is running it on an ad hoc basis. Government hospitals in this country are but death traps for children, not the hope to revive and grow them. In fact, it is grossly insensitive of the authorities to not provide the basics of neo-natal care in the Kota facility — there were not enough incubators, no hygiene standards with pigs moving around as carriers of germs, no oxygen supplies and infrastructural breakdowns of critical care — but hire a red carpet for a visit by the Rajasthan Health Minister to investigate gaps in the system. They restored the piped oxygen supply system in the neo-natal unit overnight, which had so far been relying on cylinders, just because of a public outcry. In other words, we will get our basic rights only when we scream. Otherwise, we settle blissfully into ignorance as we are gradually being tamed by a system into being complacent and not question the status quo. How else can one explain why the Kota incident is an exact mirror image of the one at a Government hospital in Gorakhpur in 2017? There, too, medical negligence arising from the shortage of oxygen supply was discovered to have been a major cause for avoidable deaths of infants. The oxygen supply was cut by the supplier due to non-payment of dues. The State Government had ignored repeated requests for clearing them despite warnings about supply being cut. One year after the incident, the families of the victims had not been compensated or visited by State Government officials. Both the JK Lon and the BRD Medical College hospitals in Kota and Gorakhpur are supposedly among the biggest Government facilities in their States and claim to be a specialised facility to treat pediatric complications. Both are the only hope for villagers from the districts.

The politics over the child deaths has been pitiful, reprehensible and infuriating. The Congress Chief Minister Ashok Gehlot seemed a clone of the BJP as he engaged in competitive whataboutery, claiming 954 children died at the hospital this year as compared to 1,005 in 2018 and 1,198 in 2014 when the BJP was in power. “Every day some deaths occur in every hospital in the country. There is nothing new in this,” he said, legitimising institutional apathy and making helplessness habitual than punishable. Is that what he means by his pledge of Nirogi Rajasthan, a log book of fewer child deaths? Remember, before the uproar, the State Government had appointed an inquiry committee, which had cleared the hospital of any wrong-doing and identified the child deaths as caused by cold. Predictably, the BJP brigade, led by the Union Health Minister Harsh Vardhan, claimed the number of deaths was definitely higher this time compared to the last few years and patronisingly extended help in identifying gaps in healthcare delivery. What needs to be understood is that such cases are not always about the lack of infrastructure or funds but the lack of will to optimise their use and functions, an institutionalised fund leakage and a behaviour that believes in short-changing the poor and uneducated. Simply because they cannot afford private medical care despite schemes like Ayushman Bharat with corporate facilities putting many riders to availing it. The Government hospital then becomes the only hope for the sick and infirm in the heart of India. Then there is the bigger structural mapping. Our public expenditure on health as a percentage of the GDP is far lower than countries classified as the “poorest” in the world, a fact conceded by the Ministry of Health and Family Welfare. In the National Health Profile 2019, the Government admitted that in 2016, its public spending on health was just 1.17 per cent of the GDP. In comparison, nations classified as Lower Income Countries by the World Bank spent 1.57 per cent of their GDP on health that year. Fit India is an impossible dream when the real burden of disease is negligence.",columnists,https://www.dailypioneer.com/uploads/2020/story/images/big/children-of-a-lesser-god-2020-01-04.jpg,https://www.dailypioneer.com/2020/columnists/children-of-a-lesser-god.html
2,04-1-20,Netas love communal strife,"Since Dec 25, not a day passes when politicians from different parties don’t come out with volatile statements. For them, this is the right time to strengthen their political base

For four days, starting from December 19, 2019, Uttar Pradesh (UP) burnt. It all started from Lucknow — the city of tehzeeb (culture) — where nazakat (delicacy) and nafassat (purity) were torn to shreds as old-timers said that they had not witnessed a pogrom and police atrocities of such magnitude for the last many decades as they did during the anti-Citizenship Amendment Act (CAA) protests. People were beaten up. Innocents were arrested as rioters and sent to jail . The cries and plea of mothers, wives, fathers and children were trampled under the police jackboot on the pretext of maintaining law and order. Police claim that 19 people lost their lives but social activists put the number to over 24. They say many people are missing. Their relatives do not know where they are. Had they been arrested and sent to jail or were they killed during the crackdown on protests that spread across the State?

The basic question of this pogrom is — who orchestrated it? One thing is sure that those who took part in these protests do not know the tenets of the CAA. Then, why did this happen? Who benefitted from the large-scale destruction? Despite such large-scale preparation, that included the imposition of Section 144 and appeals issued by Chief Minister Yogi Adityanath and Director General of UP Police OP Singh, how were the protesters able to reach Parivartan Chowk? Was it an Intelligence failure or a purposeful BJP design to derive political mileage from the emanating discordant notes of the CAA in which official machinery played a conduit to political design?

The protest call was given by some social organisations, members of civil society and the Samajwadi Party (SP) on December 19. The Winter Session of the UP Legislative Assembly was on. That day, a supplementary grant was to be taken up in the Vidhan Sabha. The SP had announced that its units would stage protests across the State. In Lucknow, the SP and other organisations had announced that protests would be held at Parivartan Chowk — the heart of Lucknow. The administration was ready, as Section 144 was promulgated and any gathering was declared unlawful. DGP Singh went on record saying that all the protests had been “declared illegal”. Then how did the rioters, armed with stones and sticks, reach Parivartan Chowk and the vicinity of Hazratganj? Why did the police not stop them near old Lucknow? Were the policemen not competent enough to handle the high-tension situation? As the police force in UP is facing a staff crunch, the recruits were asked to join duties after six months of training instead of the mandatory nine months. Did their inexperience add fuel to fire?

On the other hand, the way the rioters attacked the OB vans of different television news channels and cars and two-wheelers of journalists, shows that they came with a plan. Protesters are bound to get bad Press if they attack the media and this is exactly what happened. So who stands to benefit from this design?

The videos of the protests emerging after the riots are disturbing. In many videos, youths and members of the minority community were seen throwing stones at the police. In one of the video grabs from Meerut, a youth was seen firing from his revolver. Even more disturbingly, in many of the shots policemen are seen damaging public property and vehicles. In one of the videos, a few people coming out of a car sporting BJP stickers are seen asking people to attack private property. In another video, a senior police officer was seen asking some Muslim youths to go to Pakistan. The police say that these men were shouting anti-India and pro-Pakistan slogans which prompted the police officer to curtly tell them to go to Pakistan.

Amid this bloodshed and inconsolable wails of mothers and wives, the trust between the Hindus and the Muslims became the first casualty. The Ganga–Jamuni tehzeeb, the fulcrum of Awadh’s intrinsic culture, was thrown to the wind. Instead, mistrust and apprehension have slowly vitiated the minds of the Hindus and Muslims alike.

Muzaffarnagar, known as the sugar bowl of UP, which was once ripped apart by one of the worst communal riots in 2013 and had seen a thaw in relations between two communities in the last six years, again witnessed seeds of distrust being sown in the community in the name of CAA.

Amid this massacre and destruction, politics has emerged as the clear winner. Parties of all hues are out on the streets trying to take advantage of the situation. Every word spoken by the leaders was used as an opportunity to garner political support.

Chief Minister Yogi Adityanath’s statement that his Government would take “revenge” from those involved in the CAA violence was made keeping the Hindu voters in mind and used by the Opposition to hammer him.

The Chief Minister, in his statement, said that those people found involved in the riots would be asked to pay for the damage caused to public assets and the property of those who failed to make good the damage would be auctioned to compensate for the losses. Twitter trolled Yogi Adityanath for his “revenge” comment. One user wrote, “The Govt will take revenge??? Govt is supposed to punish the guilty as per law, not take revenge.”

“Badla (revenge)” became a political buzzword. From the Congress national general secretary Priyanka Gandhi Vadra to SP national president Akhilesh Yadav and from national president Bahujan Samaj Party (BSP) Mayawati to Rashtriya Lok Dal (RLD) leader Jayant Chaudhary, all derided Yogi Adityanath for calling for “badla.” Every police action against the rioters was linked to the CM’s “badla” statement. When the district administration of Muzaffarnagar sealed 67 shops following the anti-CAA protests the Opposition leaders called it “badla.” When police raided the houses of people of a particular community and arrested social activists, claiming that they had pelted stones at the police in which over 200 cops were injured, the Opposition again called it vendetta.

The Opposition highlighted cases of an unarmed Sadaf Jafar, a woman social activist who was arrested for allegedly inciting people against the CAA from Parivartan Chowk. This despite a video showing that she was pleading with the policemen to arrest hooligans who were pelting stones.

Then there is Farooq Rahmani, a known Muslim face in Rampur and the office-bearer of Ittehad Naujawan Committee, who was arrested and charged with IPC Section 147 (rioting) and 307 (Attempt to murder) when he was trying to placate some Muslim youth in Gher Mohalla in the Old City area.

Ishtiaq Ahmad Khan, 28, was arrested and charged with rioting when he was returning home after purchasing medicines for his ailing mother. He showed the policemen the doctor’s prescription and the medicines he had purchased as proof that he had gone out to buy them and had got stuck during the riots but his pleas fell on deaf ears. His only fault was that he was wearing a skull cap.

Those who were arrested were booked under different Sections for rioting, unlawful assembly, attempt to murder, wrongful constraints, criminal intimidation, criminal assault on public servant and so on. They were also booked for alleged criminal conspiracy and under Public Property Damage Act.

The SP has grabbed this opportunity and Akhilesh Yadav said that if his Government comes to power, it will order a probe into the violence. He even suggested action against officials and declared that the SP Government would drop charges against the rioters.

This statement suits the designs of the SP and the BJP alike. The ruling BJP has always tried to consolidate Hindus in the name of religion. Yadav’s statement gives the BJP that chance and, therefore, the BJP State president Swatantra Dev Singh immediately used the opportunity to remind people how the erstwhile SP Government had withdrawn cases against terrorists.

Meanwhile, Priyanka Gandhi Vadra sent the police in a tizzy and went to meet family members of the activists who were arrested and in turn grabbed headlines. Since December 25, 2019 not a day passes when leaders of different political shades don’t come out with volatile political statements to suit their ideology. For them, this is the right time to strengthen their political base. Because it is true that all politicians love a communal divide.

(The writer is Executive Editor, News, The Pioneer, Lucknow)",columnists,https://www.dailypioneer.com/uploads/2020/story/images/big/netas-love-communal-strife-2020-01-04.jpg,https://www.dailypioneer.com/2020/columnists/netas-love-communal-strife.html
3,04-1-20,Akhilesh claims 1000 kids died in Gorakhpur in last 12 months,"Samajwadi Party chief Akhilesh Yadav said on Friday that more than 1,000 kids had lost their lives in Gorakhpur in the last 12 months but Chief Minister Yogi Adityanath was tweeting about infant deaths at the Kota government hospital.

Akhilesh also said that he would be releasing a list of children who lost their lives due to lack of treatment in BRD Medical College Hospital in Gorakhpur.

He also charged that the state government pressured doctors to “manage” the number of deaths caused by Japanese Encephalitis (JE) in Gorakhpur.

At least 103 infants have died in a government-run hospital in Kota district of Rajasthan in the last 35 days.

On Thursday, Yogi had targeted the Congress over the death of infants in Kota and said that the party’s general secretary Priyanka Gandhi Vadra should have gone there to console the mothers of the children who had died instead of “playing politics” over anti-CAA protests in UP.

Speaking to media persons in Lucknow on Friday, the SP chief said, “The Chief Minister is concerned about deaths of children in Kota but when will he show his concern over deaths of more than a thousand kids over the last few years in Gorakhpur?”

“Despite knowing that the kids were suffering from JE, doctors could not give them the right medication as they were told to keep the figures of such cases under control at any cost,” said Akhilesh, even as the Congress government in Rajasthan was up against a major political storm over infant deaths in the Kota hospital.

Yadav sought to know why wrong medicines were administered to the child patients and who should be accountable for the tragedy.

However, Deputy Chief Minister Dinesh Sharma denied claims made by the SP chief and said, “I will compliment the chief minister for improving facilities at BRD Medical College in Gorakhpur which has resulted in a sharp decline in JE causalities. Akhileshji should come up with a list to substantiate his claim as his charges are baseless.”

Referring to Bharatiya Janata Party state president Swatantra Dev Singh’s remark that the SP chief should stay in Pakistan for a month to understand atrocities being faced by Hindus there, Akhilesh Yadav said that the saffron party suggested this as it did not want any discussion on unemployment.

The BJP regime at the Centre has been silent on pressing economic issues, rising prices of essentials, higher cost of LPG cylinders and hike in power tariff, he added.

Referring to the recent protests against the Citizenship (Amendment) Act and police action against the protesters, the SP chief claimed that all deaths during the protests were caused by police bullets.

Akhilesh Yadav said that the SP workers would take out rallies across the state against National Population Register (NPR) soon, as it would do no good to the people.

“Nahi chahiye NPR, humey chahiye rozgar (We don’t need NPR, we need employment) will be our slogan,” he said.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/akhilesh-claims-1000-kids-died--in-gorakhpur-in-last-12-months.html
4,04-1-20,Issue with Vij sorted out: Haryana CM,"Haryana Chief Minister Manohar Lal on Friday sought to play down his ongoing tussle with Home Minister Anil Vij, who has expressed his displeasure over the defiance of the officers in his Department and the CMO overruling him in the matter of transfers of IPS officers.

A day after meeting BJP’s working President JP Nadda in Delhi to seek his intervention to appease Minister Anil Vij, the Chief Minister claimed that issue is sorted out.

“We have discussed with him (Anil Vij) and things are fine…,” said Manohar Lal, when asked about his differences with the Home Minister.

“It is a mere speculation. I met Nadda to discuss Citizenship Amendment Act (CAA) and forthcoming elections in Delhi,” he added.

Only a day back, senior BJP Minister Anil Vij had challenged the Haryana Government to take back his Home portfolio if it continues to function in the same manner.

Perturbed over the defiance of the officers in his Department and the Chief Minister’s office taking decisions regarding IPS transfers without keeping him in the loop, Vij had said, “Although the Chief Minister has power to overrule me, but I should be kept in the loop at least.”

Vij had reportedly also pulled up the State’s intelligence department (CID) recently for allegedly not sharing information sought by him on recent assembly polls and had also marked a dissent note to the Chief Minister over transfer of nine IPS officers without taking him in confidence.

Commenting on the ongoing tussle, Haryana BJP affairs in-charge Anil Jain has said that the Chief Minister is supreme in any matter.Notably, in the first term of the BJP Government in Haryana, the Home Portfolio was kept by the Chief Minister himself.

However, in BJP’s second term the prestigious Home Portfolio was given to Vij with independent charge.

The allocation of Home portfolio to Vij, senior-most Minister in Haryana Government had come as a surprise to many but the BJP’s move to appoint was crucial to balance out heavyweight Dushyant Chautala of the JJP who was made the Deputy Chief Minister for lending support to the BJP for forming the government.

Meanwhile, it is not the first time that the two senior BJP leaders are locked in a power tussle.

During BJP’s first term in Haryana also, Anil Vij had hurled barbs at Manohar Lalfor interfering in his Departments.

Vij also did not shy away from questioning the functioning of his own government on several occasions.

At that time also, the BJP high command had intervened to pacify Vij.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/issue-with-vij-sorted-out--haryana-cm.html
5,04-1-20,Haryana Agriculture department awarded by PM,"For achieving success specifically under Oilseeds promotion and production, Prime Minister, Narendra Modi awarded the Haryana Agriculture Department.

Haryana Agriculture and Farmer Welfare Minister, Jai Parkash Dalal received the award at Commendation Award Ceremony in Oilseeds Category for 2017-18, held at Bengaluru on Thursday. The award consisted of a citation and an amount of Rs 1 crore.

Giving details, Additional Chief Secretary, Agriculture and Farmers Welfare Department, Sanjeev Kaushal, who also accompanied the Agriculture and Farmer Welfare Minister in the award ceremony, said that the Department had taken various initiatives for increasing production of Oilseeds crops particularly Mustard in Haryana and consequently, Mustard Crop area ranges between 5.10 lakh hectare to 6.36 lakh hectare in the State.

He said the State Government has taken major steps for providing remunerative prices to the farmers and initiated procurement of Mustard for the first time in the State during 2016-17 and it is continued till date. Initially, 37000 MT Mustard was procured under Price Support Scheme at the MSP fixed by the Government of India. During 2017-18, the total quantity of 2.69 LMT Mustard was procured and it has been increased to 6.19 LMT during 2018-19.

Kaushal said there was a considerable increase in the production of Mustard during 2017-18 (11.08 LMT) in comparison to 2016-17 (9.35 LMT). He said that there was a considerable increase in the Average Yield of Mustard during 2017-18 (2018 Kg/ha.) in comparison to 2016-17 (1850 Kg/ha.) Apart from this, seed replacement rate increased to 99.82 per cent under Oilseeds.

The official said Agriculture Department initiated specific program for low productivity blocks. The farmers were informed about the latest package and practices regarding growing of new varieties new fertilizer and integrated pest and diseases management.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/haryana-agriculture-department-awarded-by-pm.html
6,04-1-20,In Brief,"Punjab declares holiday in Muktsar on Jan 14

Chandigarh: Punjab Government has declared local holiday in Sri Muktsar Sahib district on January 14, 2020. Government’s official spokesperson said that all offices of the Punjab Government, Boards, Corporations and educational institutions in the district would remain closed on the auspicious occasion of Maghi Mela. A notification has been issued by the state Personnel Department in this regard.

Mini Marathon on CM Thakur’s birthday

Shimla: A mini marathon will be organised on the birthday of Himachal Pradesh Chief Minister Jai Ram Thakur on January 6, 2020, by Himachal Pradesh Secretariat Services Sports Control Board, said Board spokesperson Sarjeev Mehra on Friday. He said that the mini marathon will be organized at 7 am from Secretariat complex Chotta Shimla to Police Control Room, The Mall via Mall Road and back to Secretariat complex. Chief Minister would distribute prize to the winners.

PU to start batch of IAScoaching from Jan 31

Chandigarh: Panjab University’s Centre for IAS and other Competitive Examinations will start a fresh batch of coaching classes for IAS (Preliminary) examination from January 31, 2020. The last date for submission of applications form is January 20, 2020, up to 12 noon. The admission test will be held at the Centre on January 21 from 2:30 pm to 4:30 pm. More detail are available at http://iasc.puchd.ac.in./show-noticeboard.php?nbid=4 or contact office at 0172-278156.

Haryana CM greets mountaineer Anita Kundu

Chandigarh: Haryana Chief Minister Manohar Lal on Friday congratulated Indian mountaineer Anita Kundu of Faridpur village of Hisar to climb Aconcagua, the highest peak in South America, saying that her achievement is an inspiration for other daughters of the State. Wishing her bright future, the Chief Minister said that Uklana's daughter has not just brought laurels to Haryana but to the whole nation. Kundu holds record of being first woman to climb Mt Everest from both sides.

SIDBI outreach prog for ecosystem in Hry

Chandigarh: Small Industries Development Bank of India (SIDBI) on Friday organized an outreach programme for strengthening Micro, Small and Medium Enterprises (MSMEs) ecosystem in Karnal in collaboration with Development Commissioner - Ministry of MSME, Department of Financial Services – Ministry of Finance and Government of Haryana. Programme’s main objective was collaborating with the State Government and other stakeholders for taking up further activities for the benefit of MSMEs and knowledge dissemination on digital platforms.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/in-brief-in-brief-2020-01-04.html
7,04-1-20,Shah praises Odisha’s Fani management,"Referring to effective management of Cyclone Fani in Odisha, Union Home Minister Amit Shah has stated that the nation has come a long way over the last two decades in its response to disasters and improved its capabilities in minimising losses of human lives and damage to the economy. Shah said this while dedicating the new campus of the National Fire Service College (NFSC) at Nagpur to the nation on Thursday.

“In 1999, we lost 10,000 people in Super Cyclone in Odisha whereas Cyclone Fani was managed so effectively this year that it could claim only 64 lives. In these two decades, the country has built huge capabilities in Disaster Response mechanisms,” he said.

Notably, the Odisha Government showed a high degree of preparedness and effectively managed to evacuate about 1.6 million people based on predictions.

India has been able to reduce the loss of lives to less than 1 per cent in two decades, claimed the Home Minister.

The Home Minister presented Fire Service Gallantry Medals and awards to meritorious students of the NFSC during the event.

He also laid the foundation of the National Disaster Response Force (NDRF) Academy at Nagpur and announced Subhash Chandra Bose Award in the field of disaster management.

He expressed hope that though fire services are a State subject, all States would have a better coordination with the Centre to fight fire disasters through the NFSC.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/shah-praises-odisha---s-fani-management.html
8,04-1-20,CM mourns death of ex-MLA Behera,"Chief Minister Naveen Patnaik on Friday mourned the demise of former Chhatrapur MLA Daitari Behera, who passed away at a hospital in Brahmapur following prolonged illness. Behera was 84 and is survived by his wife, four sons and a daughter.

The Chief Minister said Behera’s efforts for development of the area would be remembered forever. He conveyed his condolences to the bereaved family.

Behera had been elected from the Chhatrapur constituency in 1973 on an Utkal Congress ticket and again in 1990 as a Congress candidate. He was the chairperson of Ganjam Panchayat Samiti before being elected an MLA.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/cm-mourns-death-of-ex-mla-behera.html
9,04-1-20,B'pur students make largest fishing lure from scrap,"The students of Brahmapur ITI are in the talk everywhere in the city for their innovative work.

According to information available, the students of the institute have sought an entry into the Guinness Book of the World Records for their ingenious development of an alluring model of 22.1 feet high object which is claimed to be the “largest fishing lure of the world” . The lure, made up of scrap, is 99 cm wide and its hook measures 3.33 feet, said Principal of the institute Rajat Panigrahi.

The institute has submitted a formal application to the Guinness Book of World Records for recognising the exemplary lure as the largest in the world, Panigrahi claimed.

The fishing lure which is currently figured in the Guinness Book of World Records is only 15.2 feet in height at USA. The students and Principal of the ITI are quite confident to break the existing world record and set up a new record by such induction.

The open-air scrap museum which is coming up shortly in the institute's campus will instal such huge structures for the view of the general public as well as technocrats.

According to information available, 20 students from fitter, welder and painting trade have succeeded in designing, developing, fabricating and painting the lure within a short span of 40 days during their internship programme. For this innovating design, the students collected the scrap of iron rods and the GI sheets from the Trysem Hostel (demolished a couple of years back) after appropriate chemical treatment in order prevent rust, the students said.

Two damaged lens of camera have been used as the eyes of the lure, sources said.

The basic objective of developing such an exemplary and innovative lure is to accord a special identity to Gopalpur-On-Sea and popularizing its fishing pier.",state-editions,https://www.dailypioneer.com/images/logo.jpg,https://www.dailypioneer.com/2020/state-editions/b-pur-students-make-largest-fishing-lure-from-scrap.html
