,Date,Title,Content,Category,Image_link,Article_link
0,2020/01/08,Delhi International Open Grandmasters | Tough prospects for Indian title-contenders,"The country’s richest prize-money chess tournament is back with bigger prize-money on offer.

The 18th edition of the Delhi International Open Grandmasters chess tournament has attracted more Grandmasters than before and promises a thrilling fare over 10 rounds, beginning at the Indira Gandhi Stadium here on Thursday.

The event, divided into three categories, offers a prize-money of ₹1.11 crore — an increase of ₹10 lakh from last year.

The magnitude and the stature of the event could be gauged from the fact that the two preceding International Opens — in Bhopal and Mumbai — offered prize-funds of ₹14.14 lakh and ₹17 lakh respectively. The one to follow in Chennai from January 18 offers ₹15 lakh.

A record 38 GMs will be seen in action in Category ‘A’ that alone offers ₹39 lakh. Categories ‘B’ and ‘C’, meant for those rated below 1899 and 1499, respectively, has a prize-fund of ₹36 lakh each.

Amanatov leads field

Like last year, 2017 champion Tajikistan’s Farrukh Amanatov heads the elite field. Presence of 25 players, with rating of over 2500, reflects the strength of the field.

Among the Indian title-contenders, twice National champion Murali Karthikeyan and former champion Abhijeet Gupta, seeded three and five, can be expected to give the large presence of overseas GMs a tough fight.

In fact, only four Indians — R.B. Ramesh (2003), K. Sasikiran (2005), Abhijeet Gupta (2008 and 2014) and Surya Shekhar Ganguly (2009) — have won the title here. It remains to be seen whether the five-year title-drought of Indian contenders ends this time.

Going by the form of the leading Indians in the fray, it looks difficult. On Tuesday, Abhijeet finished seventh after being the top seed of the Mumbai International Open. Karthikeyan, too, is looking to regain his form.

Good news

With the rules of accelerated pairings for the first two rounds in force, it is good news for those seeking various norms.

In another welcome move, the tournament rules stipulate that players cannot agree for a draw before black’s 30th move.

So far, the entries in the two lower categories are less than last year’s tally owing to intense cold wave conditions and the sporadic anti-CAA protests in the Capital.

In Category ‘A’, as compared to last year’s figures of 322, the figure has touched 347. In ‘B’, which also starts on Thursday, the figure stands at 722. For ‘C’, scheduled to begin on January 13th, 1008 entries have already been received.",other sports,https://www.thehindu.com/sport/other-sports/9sh92g/article30516933.ece/ALTERNATES/LANDSCAPE_615/TH09MURALI,https://www.thehindu.com/sport/other-sports/delhi-international-open-grandmasters-tough-prospects-for-indian-title-contenders/article30516937.ece
1,2020/01/08,PBL season five set to kick off on January 20,"The fifth edition of the Premier Badminton League (PBL) will start on January 20 with P.V. Sindhu’s team Hyderabad Hunters taking on Chennai Superstarz in Chennai.

The 2020 edition will have 24 ties to be played in 21 days in four different cities. The tournament will return to Chennai after two years.

After the first leg in Chennai, the league will move to Lucknow on Jan. 25, followed by Hyderabad, with Bengaluru being the host for the semifinals and the finals on Feb. 9.

Marquee clash

The tournament will have its marquee clash in the third leg when Hunters lock horns with Tai Tzu Ying’s Bengaluru Raptors on Jan. 31.

“I had a great time playing in PBL last time. The format of the league is very exciting, and that is why I like to play in the league. I am very excited to join Bengaluru Raptors for Season 5.

“I hope a lot of fans will come to the stadiums to watch the matches and my fans around the world will follow it on TV and online. I look forward to playing against all teams, especially against Sindhu.” Tai Tzu said.

The league will see five Olympic medallists and 15 World champions in action.

Big ticket match

Another marquee clash will be the one between Sindhu and former India Open champion Beiwen Zhang when the Hunters and Awadhe Warriors clash on Jan. 26 at Lucknow.

The seven teams —Awadhe Warriors, Bengaluru Raptors, Mumbai Rockets, Hyderabad Hunters, Chennai Superstarz, North Eastern Warriors and Pune 7 Aces — will compete for a prize purse of ₹6 crore.",other sports,https://www.thehindu.com/sport/other-sports/ijegyt/article30516923.ece/ALTERNATES/LANDSCAPE_615/TH09SINDHU,https://www.thehindu.com/sport/other-sports/pbl-season-five-set-to-kick-off-on-january-20/article30516925.ece
2,2020/01/08,Chess queens battle for king’s ransom,"Two of the sharpest minds in women’s chess are involved in a battle here this week with a World champion title on the line and a record prize fund as the game seeks to close the gender gap.

The €500,000 on the table in the showdown between holder Ju Wenjun and challenger Aleksandra Goryachkina is the largest prize fund in the nearly 100-year history of the Women’s World Championship.

Significant moment

The International Chess Federation (FIDE) says it is a significant moment for women’s chess, which has long lagged behind the publicity, pay packets and participation of men.

The winner between the GMs from China and Russia — which will be determined over 12 game days in Shanghai and Vladivostok — takes home €300,000.

The total purse is a 150% hike on the previous women’s championship match, according to FIDE, and the format of the competition has been changed to mirror the World Chess Championship, which is theoretically open to all but has been dominated by men.

“We are trying to increase the prestige of the women’s game and also close the pay gap with the men,” said Nigel Short, once one of the top-ranked players in the world and now FIDE vice-president.

“It’s something that we are concerned about and we are trying to do our best to improve the conditions in particular for women’s chess,” the 54-year-old Briton said.

Moves to boost women’s chess came with the election of Arkady Dvorkovich as FIDE president in October 2018. He is a former Deputy Prime Minister of Russia.

Speaking on the eve of Sunday’s opening game, rising star Goryachkina, 21, called the changes “very positive” but said she was motivated by winning the title, not the cash.

Shohreh Bayat, chief arbiter for the match between Goryachkina and the 28-year-old Ju, laughed off the notion that this is chess’s #MeToo moment.

But the Iranian said: “There were many complaints from women players about the format of tournaments, such as this one, and the prize money.”

Bayat hopes that one day women will earn the same as the likes of Magnus Carlsen, the world champion and best-known name in chess.

“In chess right now, if you compare their ratings, men are better players than women, there’s a big difference,” said Bayat.",other sports,https://www.thehindu.com/sport/other-sports/42jh4c/article30516525.ece/ALTERNATES/LANDSCAPE_615/TH09CHESS,https://www.thehindu.com/sport/other-sports/chess-queens-battle-for-kings-ransom/article30516526.ece
3,2020/01/08,Retired chief justice to probe Bengal chess mess,"The All India Chess Federation (AICF) has appointed former Calcutta High Court chief justice (retd.) Jyotirmoy Bhattacharya to look into the Bengal Chess Association (BCA) issues.

In a press release issued on Wednesday, AICF joint secretary Naresh Sharma said the body took the decision “acting upon the decisions taken at the General Body meeting in Bhopal on December 28.”

“It may be recalled that Grandmaster Dibyendu Barua had filed a complaint against Bengal secretary Atanu Lahiri and later Sports Authority of India had found that the utilisation certificate furnished by Bengal chess for the National sub-junior chess championship 2018 was forged.

“The AICF general body had taken a strong note of especially the second finding and a motion for a thorough probe in the matter was passed,” said the release.

FIR filed

Sharma further said, “The AICF has now filed an FIR in the case as per the decision taken in the GB meeting and has also requested SAI to do a forensic check by a Govt. agency on the alleged utilisation certificate.

“Barua had accused Lahiri of engaging in corruption and diverting state fund for chess promotion to his (Lahiri’s) company Global Chess (Foundation). Barua had also accused Lahiri of banning several top players for criticising his handling of the chess affairs.”

Lahiri has rejected all the allegations made by Barua.

Following the December 28 meeting, AICF treasurer Kishor Bandekar had issued a press release claiming that president P.R.V. Raja directed him to do so.

False stories

In the release, dated December 30, Bandekar had said AICF secretary “Bharat Singh (Chauhan) is feeding false stories to the media without taking views of the president.”

The release alleged that Chauhan behaved badly and tried to discuss matters other than Bengal chess. The president “did not allow any other discussion than BCA and charges on Atanu Lahiri,” it claimed.

It said Lahiri accused Chauhan and Barua of defaming him and “has filed a criminal case against both of them.”

Documentary evidence

Chauhan said there was video recording of the proceedings and “documentary evidence of the majority supporting the matters on the agenda.”

Chauhan questioned why the president did not sign the press release and asked the treasurer, instead of a joint secretary, to do it.

In an earlier statement, Sharma had rejected the claims made by Bandekar, saying all matters on the agenda were discussed smoothly in the presence of president Raja and Union Sports Ministry observer Satyajit Sankrit.",other sports,https://www.thehindu.com/static/theme/default/base/img/og-image.jpg,https://www.thehindu.com/sport/other-sports/aicf-turns-to-jyotirmoy-bhattacharya/article30515770.ece
4,2020/01/08,A bastion of badminton goes to seed,"Is Fateh Maidan Indoor Stadium fast becoming a forgotten venue for Indian badminton? A visibly disgusted S.M. Arif, Dronacharya and former chief national coach, seems to think so.

“Mostly this venue hosts non-sporting events, which is deplorable. After training for the first time this week, we are told now it is let out for another event for the next five days,” said Arif in a chat with The Hindu after another of his daily training stints.

“Effectively all the 50-odd trainees in different age groups would be idling their time away doing nothing, which they cannot afford if they are to become big in the sport. With the adjacent Lal Bahadur Stadium too dug up for one non-sporting event or the other, they can’t even afford physical conditioning exercises for fear of injuries,” he said.

At 76, Arif just cannot think of being away from the venue where he started coaching under Sports Authority of India in 1978 after being transferred from Jammu & Kashmir. He oversaw the first batch of players Praveen Kumar and Manoj Kumar win international laurels.

In a way, these two were an inspiration to P. Gopi Chand, the former All England champion and now chief national coach.

“I pity these young players who show commitment and dedication, braving all odds to be here daily with the hope of getting some training,” said Arif, who retired in 2004 but continues to offer free coaching.

All that the Sports Authority of Telangana State does is give the venue at its convenience and the services of former international Ch. Deepthi — a dedicated and knowledgeable coach according to Arif — who is on its roll as a consolidated coach.

The trainees have to shell out about ₹700 per head every month and also have to buy their own shuttles.

“This is certainly not the way to treat a venue, which not long ago was the hub of Indian badminton as most of the national camps were held here,” he said.

“I wish better sense prevails and ushers in a change in attitude towards us,” said Arif, clearly worried about the big question — what next after him?",other sports,https://www.thehindu.com/sport/other-sports/maet1h/article30515109.ece/ALTERNATES/LANDSCAPE_615/th09bad,https://www.thehindu.com/sport/other-sports/a-bastion-of-badminton-goes-to-seed/article30515110.ece
5,2020/01/08,European tour for NBA Academy India,"NBA Academy India will participate in the European Youth Basketball League (Stage II) in Szolnok, Hungary, from January 9 to 12. The team will play four games, with the first against Skuru Basket.

Earlier in Stage I last year in September, NBA Academy India won one game and lost three. The team lost against Nyiregyhaza Blue Sharks 80-84, Basket Rimini Crabs 47-66 and SBK Junior Levice 64-75.

In the fourth game, the Indian hoopsters beat C.S. U-BT Cluj Napoca 80-56. Pranav Prince led the team’s scoring, averaging 15.3 points per game and was also the top rebounder (8.8 per game).

Match schedule: Jan. 9 vs Skuru Basket; Jan. 10 vs Independents Basketball France; Jan. 11 vs BC Kolin; Jan. 12 vs Szolnoki Kosarlabda Akademia.

The team (from): Manoj Sisodiya, Amaan Sandhu, Achintya Krishna, Pritish Kokate, Brijesh Tiwari, Harsh Dagar, Pranav Prince, Arvinder Singh, Manjot Singh, Kushal Singh, Harshwardhan Tomar.",other sports,https://www.thehindu.com/static/theme/default/base/img/og-image.jpg,https://www.thehindu.com/sport/other-sports/european-tour-for-nba-academy-india/article30514975.ece
6,2020/01/08,"Malaysia Masters: Saina, Sindhu through to 2nd round; Sai Praneeth, Srikanth bow out","Ace Indian women shuttlers PV Sindhu and Saina Nehwal registered convincing wins to sail into the second round but World championships bronze-medallist B Sai Praneeth and the seasoned Kidambi Srikanth bowed out of the Malaysia Masters badminton tournament here on Wednesday.

Reigning world champion Sindhu, seeded sixth, took just 35 minutes to beat Evgeniya Kosetskaya of Russia 21-15 21-13 in the first round.

The other Indian in the fray, London Olympics bronze medallist Saina needed just 36 minutes to get the better of Belgium’s Lianne Tan.

The unseeded Saina brushed aside Tan 21-15 21-17 in just 36 minutes of action. This was the first time the two were facing each other.

Both Sindhu and Saina have struggled recently making a series of early exits with the former failing to defend the World Tour Finals crown last month.

Earlier, Praneeth made a first round exit after going down tamely to Denmark’s Rasmus Gemke 11-21 15-21 while Srikanth lost his second round encounter to Chinese Taipei’s Chou Tien Chen 17-21 5-21 in only 30 minutes.",other sports,https://www.thehindu.com/sport/other-sports/wngkc4/article29881625.ece/ALTERNATES/LANDSCAPE_615/SAINA-SINDHU,https://www.thehindu.com/sport/other-sports/malaysia-masters-saina-sindhu-through-to-2nd-round-sai-praneeth-srikanth-bow-out/article30512147.ece
7,2020/01/08,ATP Cup | Nadal steers Spain into last eight,"World No. 1 Rafael Nadal won a battle of attrition against fellow left-hander Yoshihito Nishioka of Japan 7-6(4), 6-4 to seal Spain’s spot in the final eight of the inaugural ATP Cup on Wednesday.

Meanwhile his long-time rival, World No. 2 Novak Djokovic, had an easier outing in Brisbane, strolling past Chile’s Cristian Garin 6-3, 6-3 to stay undefeated in the new year and to ensure Serbia will travel to Sydney for the knockouts having won all three of its ties.

Nadal had to twice fight back from a break down against the Japanese World No. 72 in the opening set before winning the tiebreaker. The Spaniard broke his opponent’s serve to go up 5-4 in the second before holding serve for victory.

Argentina makes it

In a winner-takes-all tie between Argentina and Croatia, Guido Pella defeated Marin Cilic 7-6(1), 6-3 before Diego Schwartzman swept aside the challenge from Borna Coric to win 6-2, 6-2 and ensure the Latin Americans stay in Sydney.

Quarterfinal match-ups: Jan. 9: Britain v Australia, Argentina v Russia; Jan. 10: Serbia v Canada, Belgium v Spain.

The results: In Sydney: Group E: Poland bt Austria 2-1 [Kacper Zuk bt Dennis Novak 5-7, 7-6(3), 6-3; Hubert Hurkacz bt Dominic Thiem 3-6, 6-4, 7-6(5); Hurkacz & Lubasz Kubot lost to Oliver Marach & Jurgen Meltzer 6-7(3), 6-3, 11-9].

Argentina bt Croatia 3-0 [Guido Pella bt Marin Cilic 7-6(1), 6-3; Diego Schwartzman bt Borna Coric 6-2, 6-2; Maximo Gonzalez & Andre Molteni bt Ivan Dodig & Nikola Mektic 3-6, 6-3, (10-2)].

In Brisbane: Group A: Serbia bt Chile 2-1 [Dusan Lajovic bt Nicolas Jarry 6-2, 7-6(3); Novak Djokovic bt Cristian Garin 6-3, 6-3; Viktor Troicki & Nikola Cacic lost to Nicolas Jarry & Alejandro Tabilo 6-3, 7-6(2)].

South Africa bt France 2-1 [Lloyd Harris lost to Gilles Simon 2-6, 6-2, 6-2; Kevin Anderson bt Benoit Paire 2-6, 7-6(1), 7-6(5); Raven Klaasen & Ruan Roelofse bt Nicolas Mahut & Edouard Roger-Vasselin 6-3, 6-4]

In Perth: Group B: Spain bt Japan 3-0 [Roberto Bautista Agut v Go Soeda 6-2, 6-4; Rafael Nadal bt Yoshihito Nishioka 7-6(4), 6-4; Nadal & Pablo Carreno Busta bt Ben Mclachlan & Soeda 7-6(5), 4-6, (10-6)].

Georgia bt Uruguay 2-1 [Aleksandre Metreveli bt Franco Roncadelli 6-2, 6-1; Nikoloz Basilashvili bt Pablo Cuevas 6-4, 1-6, 6-4; Aleksandre Bakshi & Alexsandre Metreveli lost to Pablo Cuevas & Ariel Behar 6-2, 6-2].",tennis,https://www.thehindu.com/sport/tennis/3u6hu1/article30516870.ece/ALTERNATES/LANDSCAPE_615/TH09DJOKOVIC,https://www.thehindu.com/sport/tennis/atp-cup-nadal-steers-spain-into-last-eight/article30516871.ece
8,2020/01/08,10 Indian ball kids for Australian Open,"Ten young Indian tennis players, selected to officiate as ball kids at the Australian Open, were all set to fly to Melbourne on Wednesday as part of the initiative by the official sponsor Kia Motors.

The 10 kids in the 13 to 15 age group, from Delhi, Chandigarh, Hyderabad, Ahmedabad, Kolkata and Gurugram, will be in Australia for 17 days.

Hundreds of tennis enthusiasts from across the country attended the trials. Experts from Australian Open assessed the kids on their agility and communication skills. The trials were conducted in ten cities.

The ball kids from the country who had officiated in the last edition of the Australian Open served as mentors for the current crop of selected ball kids, who were put through rigorous training by the Australian Open officials.

“It is great to see so many enthusiasts believing in their passion for the sport. We at Kia are privileged to provide them with this opportunity to live their dreams,” said Kia Motors vice-president Manohar Bhat at a function for announcing the selected kids.

The selected ball kids: B.M.V. Aditya, Atharva Hitendra, Atrijo Sengupta, Divyanshu Pandey, Harshit Pandita, Rijul Bhatia, Sanskruti Vadakattu, Sargam Singla, Sharvin Kaustubh and Yashvardhan Gaur.",tennis,https://www.thehindu.com/sport/tennis/gybucl/article30516410.ece/ALTERNATES/LANDSCAPE_615/TH09KIDS,https://www.thehindu.com/sport/tennis/10-indian-ball-kids-for-australian-open/article30516411.ece
9,2020/01/08,ASB Classic | Serena-Wozniacki pair dazzles,"Serena Williams and Caroline Wozniacki prolonged their one-time-only doubles partnership on Wednesday when they reached the semifinals of the ASB Classic.

Playing together for the first time in their careers, Serena and Wozniacki defeated top-seeded Johanna Larsson of Sweden and Caroline Dolehide of the United States 6-2, 6-1 after beating Nao Hibino and Makoto Ninomiya of Japan in their opening match.

The pair will not play together at the Australian Open, which will be Wozniacki’s final Grand Slam tournament before retirement, but for an exhibition against Serena in Copenhagen in May. For that reason, the Auckland tournament offers the only chance for fans to savour the sight of two former world singles No. 1s playing as a partnership.

The match against Larsson and Dolehide, both accomplished doubles partnerships, was the toughest test for Serena and Wozniacki. Larsson has 13 doubles titles and Dolehide has been a U.S. Open doubles semifinalist.

Serena was a driving force in their win on Wednesday, dominating the court, though she paid tribute to Wozniacki who, she said, “never missed.”",tennis,https://www.thehindu.com/sport/tennis/d1h70o/article30516362.ece/ALTERNATES/LANDSCAPE_615/TH09WOZNIACKI,https://www.thehindu.com/sport/tennis/asb-classic-serena-wozniacki-pair-dazzles/article30516363.ece
