,Date,Title,Content,Category,Image_link,Article_link
0,2020/01/28,Badminton | Warriors blow away Rockets,"A lacklustre performance from P. Kashyap against Wong Wing Ki Vincent allowed Awadhe Warriors to take an unassailable 4-0 lead against Mumbai Rockets in their PBL match here on Tuesday.

The onus was on Kashyap to deliver in his team’s Trump match, but he was subdued throughout the match and couldn’t find his rhythm.

Ajay Jayaram defeated South Korea’s Lee Dong Keun to widen the margin to 4-0.

Jayaram, playing his first match, took his time to settle down before registering a 12-15, 15-6, 15-7 win.

Earlier, Kim Sa Rang and Pia Zebadiah overcame a spirited resistance from Ko Sung Hyun and Christinna Pederson to give Rockets the early lead.

Beiwen Zhang, displaying her wide repertoire of shots, levelled the scores with a 15-3, 15-4 demolition of Kuhoo Garg in Warriors’ Trump.

Kashyap and Vincent engaged each other in rallies, waiting for the slightest opening to pounce on.

As the match wore on, it was Vincent who gained the upper hand.

Kashyap continued to make errors and crumbled consistently in the rallies. Vincent, the World No. 41, collapsed on the ground in delight after the upset.

The results:

Awadhe Warriors 4 Mumbai Rockets 0 (Ko Sung Hyun & Christinna Pedersen lost to Kim Sa Rang & Pia Zebadiah 9-15, 14-15; (T) Beiwen Zhang bt Kuhoo Garg 15-3, 15-4; Wong Wing Ki Vincent bt (T) P. Kashyap 15-8, 15-10; Ajay Jayaram bt Keun 12.15, 15-6, 15-7).",other sports,https://www.thehindu.com/static/theme/default/base/img/og-image.jpg,https://www.thehindu.com/sport/other-sports/badminton-warriors-blow-away-rockets/article30677815.ece
1,2020/01/28,"Table tennis | Sharath, Sathiyan in cruise mode","The late arrival of Petroleum team, comprising members of the Indian team, and the obvious compulsion of the Table Tennis Federation of India to accommodate it, sent the pre-quarterfinal schedule for a toss in the National table tennis championship here on Tuesday.

With the competition already a day-and-a-half old, the squad consisting of G. Sathiyan, Sharath Kamal, Harmeet Desai, Sanil Shetty and Manav Thakkar were required to play league matches virtually in succession against Punjab, Uttarakhand and Assam.

The defending champion won all matches with identical 3-0 margins.

Time to recover

Thereafter, the pre-quarterfinals could not be started immediately since the members of the Petroleum team needed some time to rest and recover.

This led to a delay of over 90 minutes before the pre-quarterfinal pairings could be made. Petroleum drew Rajasthan, second seed Gujarat got ready to play TTTA (from Tamil Nadu), third seed Delhi prepared for Assam and host Telangana, which occupied the spot meant for fourth seed Uttar Pradesh, ran into Maharashtra-B.

The other pairings were Mizoram-Maharashtra-A, Railways-TNTTA, Kerala-Bengal-A and Haryana-UP.

The duo of Sathiyan and Sharath won the outings against Assam in straight sets.

Sathiyan pointed to the grainy tables that assisted the spinning ball to gain move revolutions, thereby making those who play more regularly on the World Tour to make the necessary adjustments.

Challenging

“Here, the ball comes much faster and challenges a player more. So it is always good to be part of the National championship which really tests your skills in different ways. For me, playing in the Nationals means a lot and I want to win it,” said Sathiyan who narrowly lost last year’s final to Sharath and missed a golden opportunity to win his maiden National title.

Sharath, in line for a 10th National title, was careful not to sound too upbeat. “You know, every year it gets tougher and I need to take one match at a time and see how my body is holding. But I am quiet happy with the way I am playing. Need to rest well ahead of the singles and then take it as it comes.”

In the women’s section, where last year’s singles runner-up Krittwika Sinha Roy lost to Chennai-girl Selenadeepthi Selvakumar in five games in Petroleum’s 3-1 win over TTTA, seven of the eight seeds duly made it to the round of 16.

Seventh seed Gujarat was ousted after finishing third Group G behind Haryana and Assam.

The pre-quarterfinal line-up: Bengal-A vs TNTTA, Petroleum vs Delhi, Maharashtra-B vs UP, Maharashtra-A vs Kerala, Telangana vs TTTA, Karnataka vs Rajasthan, Haryana vs Bengal-B and Railways vs Assam.",other sports,https://www.thehindu.com/sport/other-sports/5my6go/article30677699.ece/ALTERNATES/LANDSCAPE_615/TH29ASK,https://www.thehindu.com/sport/other-sports/table-tennis-sharath-sathiyan-in-cruise-mode/article30677700.ece
2,2020/01/28,Pankaj Advani is National billiards champion,"Pankaj Advani claimed yet another senior National billiards championship title with a 5-2 win over Sourav Kothari here on Tuesday.

After losing the first frame in the best-of-9 150-up tie, Advani bounced back with breaks of 95 and 151 to go 2-1 up. The fourth frame was snatched by Sourav with the aid of a 135 break to level the match 2-all.

Advani then raised his game to the next level, winning the next three frames with breaks of 135, 94 and 109. This is Advani’s 33rd National title and 10th in the senior category.

In the semifinals, Advani blanked Gujarat’s Dhvaj Haria 5-0. The match included four 150 breaks and an 81.

“I’m glad to win this title despite improved standards in our country’s level of the 3-ball game,” Advani said. “I’d like to dedicate this title to Jyotsna Savur, the wife of my coach Arvind Savur, who passed away recently. She was like a mother to me and I pray her soul rests in peace. This one is for you Aunty Jyotsna!”

The 23-time World champion will begin his National snooker campaign at the same venue, once the qualifying rounds are over.

The result (final): Pankaj Advani bt Sourav Kothari 5-2 [13-150(131*), 152(95, 57)-12, 151(151)-00, 62(62)-150(142), 150(135)-45, 150(94)-48, 150(109)-02.",other sports,https://www.thehindu.com/sport/other-sports/pz75da/article30677385.ece/ALTERNATES/LANDSCAPE_615/TH29PANKAJ,https://www.thehindu.com/sport/other-sports/advani-is-national-billiards-champ/article30677386.ece
3,2020/01/28,Sukhbir leads with a 72,"Sukhbir Singh Harika led with 72, following rounds of 23, 24 and 25 in men’s skeet in the second National shotgun selection trials at the Dr. Karni Singh Range on Tuesday.

Gurjoat Singh followed with 71, while Amrinder Singh Cheema, Karam Sukhbir Singh and Mohd. Sheeraz Sheikh shot 70 each. They were followed by Anantjeet Singh Naruka, former Asian champion Man Singh and Bhavtegh Singh Gill with 68.

In women’s skeet, Jasmeen Kaur led with 70, following rounds of 22, 23 and 25, ahead of Karttiki Singh Shaktawat (69) and Darshna Rathore (68).

Former national champion Maheshwari Chauhan and Raiza Dhillon shot 67 each, while the reigning national champion Saniya Sheikh could muster only 59, following rounds of 18, 19 and 22.

Other good shooters like Parinaaz Dhaliwal (62), Rashmmi Rathore (60) and Areeba Khan (60) also were unable to put up good scores.

In junior women’s section, Karttiki Singh Shaktaat led with 69, and was followed by Darshna and Raiza. The rest struggled.

In junior men’s skeet, Bhavtegh led and was followed one point behind by Arjun Thakur, Abhay Sigh Sekhon, Rituraj Singh Bundela and Harmehar Singh Lally.

Two more rounds will be followed by the finals on Wednesday.",other sports,https://www.thehindu.com/static/theme/default/base/img/og-image.jpg,https://www.thehindu.com/sport/other-sports/sukhbir-leads-with-a-72/article30676688.ece
4,2020/01/28,FBI probe helicopter crash that killed Kobe Bryant,"Federal investigators on Monday sifted through the wreckage of the helicopter crash near Los Angeles that killed basketball legend Kobe Bryant and eight other people, hoping to find clues to what caused the accident that stunned the world.

Bryant, 41, was travelling Sunday with his 13-year-old daughter Gianna and seven other passengers and crew when the Sikorsky S-76 slammed into a rugged hillside in thick fog in Calabasas, northwest of LA. There were no survivors.

A five-time NBA champion for his only team, the LA Lakers, and a double Olympic gold medalist, Bryant is widely regarded as one of the greatest basketballers in history. He was travelling on his private helicopter from Orange County, where he lived, to his Mamba Sports Academy in Thousand Oaks.

The Federal Aviation Administration and the National Transportation Safety Board are leading the investigation into the crash. Kurt Keetz, a pilot who said he flew Bryant from 2014 to 2016, told the Los Angeles Times he suspects the crash was most likely caused by bad weather rather than engine trouble.

“The likelihood of a catastrophic twin-engine failure on that aircraft — it just doesn't happen,” he said. The fog was heavy enough on Sunday that the Los Angeles Police Department grounded its helicopters until the afternoon, spokesman Josh Rubeinstein told AFP.

The Los Angeles County Sheriff’s Department also had no helicopters flying Sunday morning, Sheriff Alex Villanueva told reporters. The Washington Post, citing air traffic control audio recordings, reported however that Bryant’s pilot had received clearance to fly. Witnesses told local media the helicopter appeared to be flying very low and seemed to struggle before it slammed into a hillside.

Dozens of firefighters and paramedics battled across hilly terrain to reach the flaming wreckage but found no survivors.

‘Logistical nightmare’

Sheriff Villanueva said the recovery effort would probably take days because the steep terrain at the crash site made it a “logistical nightmare.”

Apart from Bryant and his daughter Gianna, the other passengers on the flight included baseball coach John Altobelli, his wife Keri and their daughter Alyssa, who played basketball at the same club as Gianna. Christina Mauser, an assistant coach of the Mamba girls’ basketball team, was also killed along with Sarah and Payton Chester, a mother and daughter.

News of the crash reverberated across the globe and hundreds gathered at the Staples Center in downtown Los Angeles, where Bryant wowed fans for 20 years, placing flowers, candles and messages for their fallen hero. “He meant hard work... and he was just such a good person,” said Anthony Jackson, 62, who carried a collage of photos of Bryant.

Tributes have also flooded in from former U.S. presidents, popstars and athletes from different sports, a sign of how the man known as the “Black Mamba” had transcended basketball. “Kobe was a legend on the court and just getting started in what would have been just as meaningful a second act,” Barack Obama tweeted.

Bryant’s career began in 1996, straight out of high school. On top of his NBA championship wins, he helped the U.S. squad of allstars to Olympic titles in 2008 in Beijing and 2012 in London.

Fairytale farewell

Bryant bowed out of the NBA in 2016, scoring 60 points in a fairytale farewell appearance at the Staples Center. The son of former NBA player Joe “Jellybean” Bryant, the Lakers legend was born in Philadelphia while his father played for the 76ers.

The elder Bryant played from 1984 to 1991 in Italy, giving young Kobe a global worldview as he grew up dreaming of following his dad into the NBA. He would eventually join the ranks of professionals at the age of 17, jumping directly into the NBA, only the sixth player to make such a leap.

At 18, Bryant became, at the time, the youngest player or starter in an NBA game and the youngest winner of the NBA Slam Dunk Contest. With Bryant alongside Shaquille O’Neal, the Lakers captured three straight NBA crowns from 2000-2002, returning the team to glory days unseen since 1988.

Bryant’s career was almost derailed in 2003 when he was arrested in Colorado over a sexual assault complaint filed by a 19-year-old hotel employee where Bryant was staying ahead of knee surgery. He admitted to adultery but denied an accusation of rape and the case was dropped in 2004 after the accuser refused to testify.

A separate civil suit was settled under terms kept private. After his playing career, Bryant branched out into the entertainment industry. In 2018, he won an Oscar for his animated short film Dear Basketball, a love letter to the sport which brought him fame and fortune.",other sports,https://www.thehindu.com/news/m5dqlc/article30670349.ece/ALTERNATES/LANDSCAPE_615/OBITBRYANTTHNAK-28jan,https://www.thehindu.com/sport/other-sports/fbi-probe-helicopter-crash-that-killed-kobe-bryant/article30670346.ece
5,2020/01/28,"Mystic Flame, Rocky Retreat and Lady Of Fame impress","Mystic Flame, Rocky Retreat and Lady Of Fame impressed when the horses were exercised here on Tuesday morning (Jan. 28).

Inner sand:

600m: Dragon Mountain (Mark) 40. Easy.

Outer sand:

600m: Fiorenzo (Vaibhav), Afffermato (S. Shareef) 45.5. They finished level. Arrogance (rb) 46. Easy. Blazing Gold (M. Naveen) 45.5. Moved freely.

1000m: Flaming Orange (Irvan) 1-14.5, 600/43.5. In fine trim. Power Of Shambhala (Chetan G) 1-16.5, 600/43. Strode out well. A 3-y-o (Arazan - Rain Splasher) (rb) 1-15.5, 600/47. Moved freely.

1200m: Mystic Flame (Irvan) 1-26, 1,000/1-11.5, 600/42. Impressed. Lycurgus (Vaibhav), Garamond (Mrs. Silva) 1-30.5, 1,000/1-14.5, 600/45. They moved on the bit. Shivalik Kiss (Arshad) 1-30.5, 1,000/1-14.5, 600/47. Eased up. A 3-y-o (Whatsmyscript - Anahi) (S. Shareef), Grecian Light (Anjar) 1-31.5, 1,000/1-16.5, 600/45. They moved freely. Track Striker (rb) 1-27.5, 1,000/1-14, 600/45. Worked well. Desert Rose (rb) 1-32.5, (1,200-600) 43.5. Easy. Rocky Retreat (rb), Lady Of Fame (rb) 1-27, 1,000/1-11.5, 600/45. They moved impressively.

Gate practice - inner sand:

1200m: Cornelius (R. Anand), Amalfi Coast (rb) 1-23, (1,200-600) 39. Former finished eight lengths ahead. Katana (R. Marshall), Bellator (S.K. Paswan), Valour (rb) 1-20, (1,200-600) 40.5. First named impressed. Its My Country (Darahsn), Bella Mamma (rb) 1-23, (1,200-600) 42. Former finished three lengths ahead. Caballo Rapido (S. Shareef) 1-25.5, (1,200-600) 43. Jumped out well. She’s Superb (Rayan) 1-20, (1,200-600) 41. Took a good jump. Flat Out (Arshad), A 3-y-o (Speaking Of Which - Blue Sky) (T.S. Jodha) 1-20, (1,200-600) 40. Former finished six lengths ahead. Naazaan (rb), Astron (Ramesh K), Barog (M. Naveen), Lifeisamiracle (rb) 1-29.5, (1,200-600) 47. First named impressed. A 3-y-o (Ravel - Amalfi) (R. Pradeep), Zee Zee Top (Irvan), Matchless (Jagadeesh) 1-21, (1,200-600) 39.5. First named pleased. Snow Queen (T.S. Jodha), Prince Corporate (P. Mani), a 3-y-o (Roi Maudit - Spark Of Silver) (Irvan) 1-27.5, (1,200-600) 41.5. They took a level jump.",races,https://www.thehindu.com/static/theme/default/base/img/og-image.jpg,https://www.thehindu.com/sport/races/mystic-flame-rocky-retreat-and-lady-of-fame-impress/article30675575.ece
6,2020/01/28,Giant Star and Spring Grove show out,"Giant Star and Spring Grove showed out when the horses were exercised here on Tuesday (Jan. 28) morning.

Inner sand:

600m: Sergio (Shubham), Dibaba (S.J. Sunil) 39.5. They ended level. Trouvaille (Nicky Mackay), Gold Medalist (V. Jodha) 40.5. Pair moved freely. Its A Deal (Merchant) 39.5. Moved freely.

800m: Stick To The Plan (V. Jodha) 51.5, 600/38.5. Slightly urged. Officer In Command (Nirmal), Articulate (Santosh) 52.5, 600/38.5. They moved neck and neck freely. Majestic Warrior (Kaviraj) 51, 600/39. Moved freely. Macau (Sandesh) 53, 600/39. Moved fluently. Brilliant Gold (V. Jodha) 51.5, 600/38. Urged. C’est L’Amour (J. Chinoy) 51.5, 600/38.5. Urged. Lady Lanette (Santosh), Smoky Haze (Daman) 57, 600/42. Pair easy. Thunder Clap (Nirmal) 57, 600/42. Easy. Monarch (Peter), Decaprio (Kamble) 52, 600/37.5. Former ended two lengths in front. Galloping Star (Yash), Historian (Peter) 55, 600/41. Former better.

1000m: Spring Grove (Sandesh), Sir Ramon (rb) 1-5.5, 800/50.5, 600/38.5. Former strode out well and finished six lengths ahead. Giant Star (Yash), Storm Breaker (Kamble) 1-5, 800/50.5, 600/37.5. Former moved well and finished four lengths ahead. Malwa (rb) 1-6, 800/53.5, 600/40.5. Pressed. Bronx (rb) 1-12, 600/43. Easy. Big Ben (rb), Feel Lucky (Sandesh) 1-8, 800/53, 600/40. Former easily finished a distance ahead. Latter pushed. Gdansk (J. Chinoy) 1-5, 600/38.5. Pushed. Divine Hunt (A. Gaikwad) 1-6, 800/52, 600/39.5. Slightly urged. Topnotch (Parmar) 1-8, 800/53, 600/39. Moved freely. Frieze (S.K. Jadhav) 1-4.5, 800/51.5, 600/38.5. Moved well. Roberta (Parmar) 1-10, 600/42. Easy. Flameoftheforest (Yash), Gallant Star (Kamble) 1-7, 800/52, 600/39. Former finished a distance ahead.

1200m: Sandra’s Secret (Hamir), Memorable Memories (David Egan) 1-22, 1000/1-7.5, 800/54.5, 600/42. Pair moved freely. Alluring Silver (Parmar), Pissarro (Roche) 1-22, 1000/1-7.5, 800/53.5, 600/40. Former started and finished three lengths ahead. One For The Glory (Mahesh), La Rondine (Kadam) 1-25.5, 600/42. Former ended three lengths in front.

1400m: Royal Crystal (rb) 1-42, 1000/1-12, 600/43. Easy.

1600m: Impavid (David Egan) 1-50, 1400/1-35, 1200/1-20.5, 1000/1-6.5, 800/53.5, 600/41. Pressed in the last part.",races,https://www.thehindu.com/static/theme/default/base/img/og-image.jpg,https://www.thehindu.com/sport/races/giant-star-and-spring-grove-show-out/article30675564.ece
7,2020/01/28,"Australian Open 2020 | Federer saves seven match points, beats Sandgren to land a semifinal spot","Roger Federer was not going to go gently, of course, no matter how daunting the number of match points — his opponent accumulated seven! — no matter how achy his 38-year-old legs, no matter how slow his serves, no matter how off-target his groundstrokes.

Federer still plays for the love of these stages and circumstances. Still yearns for more trophies, too. Down to his very last gasp, time and again, against someone a decade younger, 100th-ranked Tennys Sandgren of the United States, Federer somehow pulled off a memorable comeback to reach the Australian Open semifinals for the 15th time.

Despite all sorts of signs he was not quite himself for much of the match, Federer beat the biceps-baring, hard-hitting, court-covering Sandgren 6-3, 2-6, 2-6, 7-6 (8), 6-3 on Tuesday in a rollicking quarterfinal that appeared to be over long before it truly was.

“As the match went on, I started to feel better again and all the pressure went away,” 20-time Grand Slam champion Federer said afterward, mentioning that his groin muscle was bothering him. “I don’t deserve this one, but I’m standing here and I’m obviously very, very happy.”

Federer vs. Sandgren was dramatic as can be. Federer was involved in a dispute with the chair umpire over cursing. Left the court for a medical timeout early in the third set, then was visited by a trainer later for a right leg massage.

And, above all, found himself in a tense tussle with Sandgren, a 28-year-old from Tennessee who’s never been a major semifinalist and was trying to become the lowest-ranked man in the Australian Open’s final four since Patrick McEnroe — John’s younger brother — was No. 114 in 1991.

Oh, how close Sandgren came to the monumental upset. And imagine the heartbreak for someone who toiled for years on lower-level tours then was thrilled just to take this stage against Federer.

After rolling through the second and third sets as Federer’s serves dropped from an average of 112 mph to 105 mph and his unforced errors totaled 30, Sandgren led 5-4 in the fourth set. With Federer serving, Sandgren had a trio of opportunities to end things and complete a career-defining victory. On the first, Sandgren dumped a backhand into the net. On the second, he pushed a forehand wide. On the third, another forehand found the net.

On they went to a tiebreaker, which included the bizarre sight of a ballkid running into Sandgren’s right calf at the 3-all changeover. Didn’t seem to bother the guy, though, because he grabbed the next three points to put himself a single point from winning.

But Sandgren failed to close the deal at 6-3 ... or at 6-4 ... or at 6-5 ... or at 7-6.

“Got to get lucky sometimes, I’ll tell you that,” Federer said. “Because in those seven match points, you’re not under control.”

On Federer’s own second chance to take that set and force a fifth, Sandgren hit a ball that landed near the baseline. Federer thought it might be out — he turned to look at a line judge for a call that never came — yet barely flicked it back in a defensive manner, and Sandgren’s overhead smash went long.

Federer wagged his right index finger overhead — the universal sign for “I’m No. 1!” — and was on the right path. He ended the victory with a service winner at 119 mph, a little more than an hour after first staring down defeat.

Federer has won six Australian Opens and never lost to anyone ranked worse than 54th. But Sandgren, whose career tour-level record is under .500, played superbly — he produced edges of 27-5 in aces, 73-44 in total winners — for all but the seven most crucial points.

Other than the first set and the fifth, Federer’s footwork was hardly perfect, the lower-body push he normally gets to add oomph to forehands and serves nonexistent.

At the U.S. Open last September, it was Federer’s upper back and neck that bothered him in a five-set quarterfinal loss to Grigor Dimitrov, who was ranked 78th at the time.

In this tournament, the No. 3-seeded Federer still hasn’t played anyone ranked better than No. 41 Filip Krajinovic, whom he beat in the second round. Federer was pushed to the brink in the third round by No. 47 John Millman, two points from defeat before coming back to claim a fifth-set tiebreaker. And in the fourth round, Federer dropped the opening set to No. 67 Marton Fucsovics.

The last two men’s quarterfinals are Wednesday: No. 1 Rafael Nadal vs. No. 5 Dominic Thiem, and No. 7 Alexander Zverev vs. No. 15 Stan Wawrinka.",tennis,https://www.thehindu.com/sport/tennis/jzrxe4/article30673689.ece/ALTERNATES/LANDSCAPE_615/TH28FEDERER,https://www.thehindu.com/sport/tennis/federer-saves-seven-match-points-beats-sandgren-to-land-a-semifinal-spot/article30673690.ece
8,2020/01/28,Australian Open | Leander Paes knocked out of the mixed doubles competition,"Veteran Leander Paes’ last Australian Open outing came to and end after he and partner Jelena Ostapenko were knocked out of the mixed doubles competition, going down in straight sets to Jamie Murray and Bethanie Mattek-Sands in Melbourne on January 28.

The 46-year-old Paes and Lativia’s Ostapenko, the 2017 French Open champion, lost to the British-American pair 2-6 5-7 in a second round match that lasted one hour and seven minutes.

Paes had earlier announced that 2020 would be his final year on the Pro circuit.

Rohan Bopanna is the only Indian left in the fray now. The 39-year-old and Nadiia Kichenok of Ukraine will take on fifth seed Nikola Mektic and Barbora Krejcikova in the mixes doubles quarterfinals on January 29.",tennis,https://www.thehindu.com/sport/tennis/r88hr6/article30673126.ece/ALTERNATES/LANDSCAPE_615/LEANDERPAES,https://www.thehindu.com/sport/tennis/leander-paes-bows-out-of-australian-open/article30673127.ece
9,2020/01/28,Australian open | Barty avenges Kvitova defeat to reach first semi-final,"Ashleigh Barty will play 14th-seeded American Sofia Kenin in the Australian Open semi-finals after the world number one defeated Petra Kvitova in straight sets on Tuesday.

The top seed and last remaining Australian in the tournament survived a tough opening set to beat the Czech seventh seed 7-6 (8/6), 6-2 and reach the semi-finals for the first time.

This was revenge for the 23-year-old Barty after two-time Wimbledon champion Kvitova beat her at the same stage last year in Melbourne.

But the down-to-earth Australian is a better player than 12 months ago, winning the French Open last year and hitting the top of the rankings for the first time.

""It's been absolutely incredible. I knew that I had to bring my best today against Petra, and that first set was crucial,"" said Barty.

Barty is attempting to become the first Australian woman since Chris O'Neil in 1978 win the women's title Down Under.

Australia’s Ashleigh Barty and Czech Republic’s Petra Kvitova embrace after their match. | Photo Credit: REUTERS

Kvitova, 29, who suffered severe injury to her left playing hand in a knife attack at her home in 2016, and Barty went toe-to-toe in a crucial seventh game of the first set.

In a game stretching to nearly 10 minutes, Barty fought off five break points to hold serve at Rod Laver Arena, to roars of approval.

In a tense encounter they went to the tie-break, but it was Kvitova who blinked, shanking a forehand long to give Barty the set in 69 high-quality minutes.

Barty, who once gave up tennis to play professional cricket, clenched her fist. Kvitova tossed her racquet into air.

Barty pulled away in the second set as Kvitova wilted in the Melbourne sun.

The Australian sealed the deal with her trademark minimum fuss, booking her spot in the last four with an ace.

Kenin 'super-excited'

Earlier Kenin, Coco Gauff's conqueror, reached her first Major semi-final as the American ended the historic run of Tunisian Ons Jabeur.

The Moscow-born 21-year-old, who defeated 15-year-old Gauff in the previous round, saw off the unseeded Jabeur 6-4, 6-4 and said that she was ""super-excited"".

""It was a tough match,"" said Kenin, who moved to New York as a baby with her family with just a few hundred dollars to their name.

Kenin said that holding her serve at 3-2 down in the second set, in a game that stretched to 10 minutes, was a turning point.

""It was a tough moment, she was playing well. I didn't know it was 10 minutes but it felt pretty long,"" she said. ""But after that I got my momentum and started playing better.""

The 78th-ranked Jabeur was the first Arab woman to reach a Grand Slam quarter-final.",tennis,https://www.thehindu.com/sport/tennis/34cpmi/article30672384.ece/ALTERNATES/LANDSCAPE_615/AUSTRALIANOPENTENNIS,https://www.thehindu.com/sport/tennis/barty-avenges-kvitova-defeat-to-reach-first-australian-open-semi/article30672386.ece
