,Date,Title,Content,Category,Image_link,Article_link
0,2020/01/31,"Sathiyan, Sharath present a picture in contrast","G. Sathiyan and Sharath Kamal present a contrasting picture when it comes to being motivated to win the men’s singles title in the on-going National table tennis championship here.

Ranked 30th in the world and favourite for a maiden National title this weekend, Sathiyan is keen to put aside the poor showings in the recent World Team Qualification tournament, for the 2020 Olympic Games, and ensure the crown that eluded him last year.

Sharath, ranked 33rd and the most successful men’s National champion, gives the impression of not being motivated enough to win a 10th title. Last year, he was lucky to beat Sathiyan and break Kamlesh Mehta’s record — set in 1995 — of eight titles.

No secret

Sathiyan makes no secret of his resolve to win this time. “I value the National title. I know, things did not go my way in Portugal recently but I’m confident of producing my best here.”

In contrast, second seed Sharath says, “Though we did not qualify as a team for the Olympics, overall, I’m happy with the way I played. Here, people expect me to win my 10th singles title but I’m not losing my sleep over it. I’ll give it a shot but will not be too disappointed if I don’t win.”

Serious challenge

From the top-half of the draw, Sathiyan could face some serious challenge Manav Thakkar or former champion A. Amalraj in the semifinal.

For Sharath, a quarterfinal clash with former champion Soumyajit Ghosh, seeded seventh, looks possible. Thereafter, the next rival could be either former winner, left-handed Sanil Shetty or Harmeet Desai.

Among the ladies, where Manika Batra is the only absentee, top seed and former holder Sutirtha Mukherjee was the first to sail into the round of 32.

Not unexpected

Meanwhile, not entirely unexpected was the exit of defending champion Archana Kamath. Despite not having recovered fully from a knee-injury suffered recently in Gondomar (Portugal), the fifth seed played and lost 0-4 to Manushree Patil. Archana’s ouster made it easier for fourth seed Ayhika Mukherjee.

Sutirtha can expect eighth seed Reeth Rishya in the quarterfinals and Ayhika in the semifinals.

The lower half has Sreeja Akula and Anusha Kutumbale, seeded two and seven, eyeing a last-eight berth. The winner of their clash could face last year’s finalist Krittwika Sinha Roy or Prapti Sen, seeded three and six, in the semifinals.

However, going by the inconsistency in the women section, a series of surprises cannot be ruled out.",other sports,https://www.thehindu.com/sport/other-sports/3h0x68/article30705371.ece/ALTERNATES/LANDSCAPE_615/th01table,https://www.thehindu.com/sport/other-sports/sathiyan-sharath-present-a-picture-in-contrast/article30705372.ece
1,2020/01/31,Abhishek gets the better of Sandeep,"Top seed Abhishek Pradhan beat compatriot Sandeep Ramachandran 11-9, 11-5, 4-11, 11-6 in the quarterfinals of the HCL SRFI Challenger squash tournament at the Sawai Man Singh Stadium on Friday.

In the semifinals, Abhishek will play Navid Maleksabet of Iran, who recovered from losing the first two games to beat third seed Youngjo Ko of Korea.

The other semifinal will be between second seed Abhishek Agarwal and Ibrahim Elkabbani of Egypt.

In the $12,000 women’s tournament, fourth seed Sunayna Kuruvilla was unable to drive home the advantage after winning the first two games, but went down with guns blazing 11-8, 11-9, 9-11, 10-12, 9-11 to fifth seed Ooi Kah Yan of Malaysia in the quarterfinals.

The results: Men: Quarterfinals: Abhishek Agarwal bt Rahul Baitha 11-8, 7-11, 11-5, 11-4; Ibrahim Elkabbani (Egy) bt Mohammad Kashani (IRI) 11-2, 17-15, 14-12; Navid Maleksabet (IRI) bt Yongjo Ko (Kor) 5-11, 9-11, 11-9, 11-5, 13-11; Abhishek Pradhan bt Sandeep Ramachandran 11-9, 11-5, 4-11, 11-6.

Pre-quarterfinals: Abhishek Agarwal bt Amir Amirul (Mas) 11-8, 8-11, 7-11, 11-5, 13-11; Baitha bt Rutvik Rau 8-11, 9-11, 11-6, 11-5, 11-6; Kashani bt Chang-Wook Woo (Kor) 11-8, 11-4, 11-7; Elkabbani bt Wee Ming Hock (Mas) 9-11, 11-4, 11-8, 12-10; Ko bt Vikas Mehra 11-8, 11-6, 11-3; Maleksabet bt Mohd Farez Izwan (Mas) 12-10, 15-13, 11-7; Sandeep bt Yash Fadte 11-4, 6-11, 11-7, 11-8; Abhishek Pradhan bt Karim Elbarbary (Egy) 14-12, 11-7, 11-9.

Women: Quarterfinals: Jana Shiha (Egy) bt Tsz-Wing Tong (Hkg) 13-11, 8-11, 11-4, 11-8; Wen Li Lai (Mas) bt Aifa Azman (Mas) 12-10, 11-5, 11-6; Ooi Kah Yan (Mas) bt Sunayna Kuruvilla 8-11, 9-11, 11-9, 12-10, 11-9; Salma Eltayeb (Egy) bt Nikki Todd (Can) 11-9, 9-11, 11-8, 11-3.

Pre-quarterfinals: Wong bt Sunghee Oh (Kor) 11-6, 11-5, 11-5; Shiha bt Yee Xin Ying (Mas) 11-7, 11-7, 4-11, 12-10; Lai bt Ainaa Amani (Mas) 12-10, 11-5, 11-6; Aifa bt Urwashi Joshi 8-11, 12-10, 11-3, 11-5; Sunayna bt Hwayeong Eum (Kor) 11-5, 13-11, 11-3; Ooi bt Risa Sugimoto (Jpn) 11-2, 12-10, 6-11, 12-10; Eltayeb bt Chan Yiwen (Mas) 11-13, 4-11, 11-6, 11-6, 11-9; Todd bt Sachika Balvani 11-5, 11-7, 9-11, 11-4.",other sports,https://www.thehindu.com/static/theme/default/base/img/og-image.jpg,https://www.thehindu.com/sport/other-sports/abhishek-gets-the-better-of-sandeep/article30705184.ece
2,2020/01/31,National table tennis | Sathiyan and Sharath present a picture in contrast,"G. Sathiyan and Sharath Kamal present a contrasting picture when it comes to being motivated to win the men’s singles title in the on-going National table tennis championship in Hyderabad.

Ranked 30th in the world and favourite for a maiden National title this weekend, Sathiyan is keen to put aside the poor showings in the recent World Team Qualification tournament, for the 2020 Olympic Games,and ensure the crown that eluded him last year.

Sharath, ranked 33rd and the most successful men’s National champion, gives the impression of not being motivated enough to win a 10th title. Last year, he was lucky to beat Sathiyan and break Kamlesh Mehta’s record - set in 1995 - of eight titles.

Sathiyan makes no secret of his resolve to win this time. “I value the National title. I know, things did not go my way in Portugal recently but I’m confident of producing my best here.”

In contrast, second seed Sharath says, “Though we did not qualify as a team for the Olympics, overall, I’m happy with the way I played. Here, people expect me to win my 10th singles title but I’m not losing my sleep over it. I’ll give it a shot but will not be too disappointed if I don’t win.”

From the top-half of the draw, Sathiyan could face some serious challenge Manav Thakkar or former champion A. Amalraj in the semifinal.

For Sharath, a quarterfinal clash with former champion Soumyajit Ghosh, seeded seventh, looks possible. Thereafter, the next rival could be either former winner, left-handed Sanil Shetty or Harmeet Desai.

Among the ladies, where Manika Batra is the only absentee, top seed and former holder Sutirtha Mukherjee was the first to sail into the round of 32.

Meanwhile, not entirely unexpected was the exit of defending champion Archana Kamath. Despite not having recovered fully from a knee-injury suffered recently in Gondomar (Portugal), the fifth seed played and lost 0-4 to Manushree Patil. Archana’s ouster made it easier for fourth seed Ayhika Mukherjee.

Sutirtha can expect eighth seed Reeth Rishya in quarterfinals Ayhika in semifinals.

The lower half has Sreeja Akula and Anusha Kutumbale, seeded two and seven, eying a last-eight berth from fourth quarter. The winner of their clash could face last year’s finalist Krittwika Sinha Roy or Prapti Sen, seeded three and six, in the semifinal.

However, going by the inconsistency in the women section, a series of surprises cannot be ruled out.",other sports,https://www.thehindu.com/sport/other-sports/k93793/article30705070.ece/ALTERNATES/LANDSCAPE_615/Sathiyan-SharathKamal,https://www.thehindu.com/sport/other-sports/national-table-tennis-sathiyan-and-sharath-present-a-picture-in-contrast/article30705071.ece
3,2020/01/31,Petroleum men and Railways emerge victorious,"Before the men’s team final, if anyone had suggested that Petroleum’s formidable trio of G. Sathiyan, Harmeet Desai and Manav Thakkar could be taken to deciders by little-known rivals from Delhi, many would have scoffed at the idea.

The difference

As it turned out, Parth Virmani, Sudhanshu Grover and Payas Jain did last five sets before exposure and experience made the difference in the National table tennis championship here.

Eventually, the scoreline read 3-0 in Petroleum’s favour without reflecting the closeness of the contest. Of the lot, Sathiyan lived most dangerously against Virmani. Facing three match-points at 7-10 in the decider, Sathiyan pulled off five straight points.

The women’s final witnessed proceedings contrary to expectations of a close clash.

Railways’ Sagarika Mukherjee, Takeme Sarkar and Moumita Dutta joined hands for a resounding 3-0 victory over defending champion Bengal-A.

For the record, the title was the 11th for Railway women and first since January 1999, when they triumphed in Chennai. Since its last win, Railways finished runner-up six times.

For Petroleum men, it was the 24th occasion as champion.

Delhi, playing the final after 1983, came up with a gallant display. Grover, struggling for the better part of the team event, took the first two sets against Harmeet to inject the much-needed self-belief in the Delhi camp.

But as the match progressed, Harmeet proved stronger and raced away with the last three sets.

Fighter

Sathiyan, expected to brush aside Virmani in quick time, dropped the second and fourth sets in contrasting ways before staring at defeat in the fifth. Serving at match-point, Virmani played it safe with a short serve and Sathiyan was quick to finish the point. Thereafter, Sathiyan gave nothing away.

Payas, 16, touted as the most promising talent in the country, made the most of the big stage by winning the close first and fourth sets, before Thakkar broke away from 3-3 in the decider to win eight of the last nine points.

The results (Team championship finals):

Men: Petroleum bt Delhi 3-0 [Harmeet Desai bt Sudhanshu Grover 7-11, 8-11, 11-5, 11-4, 11-6; G. Sathiyan bt Parth Virmani 11-8, 9-11, 11-5, 6-11, 12-10; Manav Thakkar bt Payas Jain 9-11, 11-6, 11-6, 11-13, 11-4].

Women: Railways bt Bengal-A 3-0 [Sagarika Mukherjee bt Prapti Sen 11-8, 8-11, 11-9, 9-11, 11-6; Takeme Sarkar bt Mousumi Paul 13-11, 7-11, 11-8, 11-4; Moumita Dutta bt Surbhi Patwari 11-4, 9-11, 11-6, 12-10].",other sports,https://www.thehindu.com/sport/other-sports/uyxyx8/article30695258.ece/ALTERNATES/LANDSCAPE_615/TH31TTMEN,https://www.thehindu.com/sport/other-sports/petroleum-men-and-railways-emerge-victorious/article30695260.ece
4,2020/01/31,"Rivals on court, friends off it","The smiles said it all! The mutual respect that World champion P.V. Sindhu of Hyderabad Hunters and former World No. 1 Tai Tzu Ying of defending champion, Bengaluru Raptors, have for each was evident when they shared the stage for a promotional event of the on-going Premier Badminton League here on Thursday.

Ahead of their clash — billed as one of the contests of this edition — their camaraderie served as a reminder of the friendship they carry off court.

“Our rivalry is confined to the court and we never take it beyond that. The rivalry has to be there to spur you to give off your best and that is why these sporting rivalries are most talked about,” Sindhu said.

Respect

Tai Tzu, communicating via an interpreter, revealed the respect she has for Sindhu. “It will be a very tough match tomorrow. The home crowd will be cheering Sindhu and I have to be at my best to beat her in what is obviously a very important match for our team,” said the superstar from Taiwan.

For Sindhu it is a different proposition to play in the PBL as compared to the Super Series or the Inter-Continental championships.

Demanding format

“The 15-point format is demanding as there is no way you can relax. You have to stay focussed especially when the scores are tied 14-all. It is one point which separates the winner. That is something really exciting and challenging,” Sindhu said.

“You have to change your strategy according to the team’s needs,” said Tai Tzu.

Sindhu brushed aside the absence of China’s big guns in the PBL.

“It is not disappointing as the PBL still has world-class players like Tai and many others. There is no dearth of either class and quality and the young talent can learn so many things watching them,” she added.

When the two champions posed with the winner’s trophy, not surprisingly, there were quite a few lighter moments shared by them to the delight of the select audience.",other sports,https://www.thehindu.com/sport/other-sports/7vtncn/article30693929.ece/ALTERNATES/LANDSCAPE_615/th31bad,https://www.thehindu.com/sport/other-sports/rivals-on-court-friends-off-it/article30693930.ece
5,2020/01/31,"Ankita in singles semis, doubles final","Ankita Raina fought her way past Simona Waltert of Switzerland 6-4, 4-6, 6-4 in the quarterfinals of the $25,000 ITF women’s tennis tournament on Friday.

Ankita broke serve seven times, and capitalised on the nine double faults that the Swiss delivered in the match. Ankita handled the climax well, as she raced through from 3-4 in the decider, dropping four points in all, and breaking serve twice.

In the semifinals, Ankita will play another Swiss, Leonie Kung.

Ankita made the doubles final, as the top seed in partnership with Bibiane Schoofs of the Netherlands. The duo will play the Thai team of Supapitch Kuearum and Mananchaya Sawangkaew in the title clash.

In the Challenger in France, Purav Raja in partnership with Adil Shamasdin of Canada made the doubles semifinals. The Indo-Candian pair will play Ivan Sabanov and Matej Sabanov of Croatia.

The results: €46,600 Challenger, Quimper, France: Doubles: Quarterfinals: Adil Shamasdin (Can) & Purav Raja bt Zdenek Kolar (Cze) & Szymon Walkow (Pol) 6-4, 7-5.

$25,000 ITF women, Nonthaburi: Quarterfinals: Ankita Raina bt Simona Waltert (Sui) 6-4, 4-6, 6-4.

Doubles: Semifinals: Bibiane Schoofs (Ned) & Ankita bt Akgul Amanmuradova (Uzb) & Nicoleta-Catalina Dascalu (Rou) 6-2, 6-4.

$15,000 ITF men, Cairo: Doubles: Semifinals: Alexander Igoshin & Evgenii Tirunev (Rus) bt Yurii Dzhavakian (Ukr) & Gunjan Jadhav 6-1, 6-2.",tennis,https://www.thehindu.com/static/theme/default/base/img/og-image.jpg,https://www.thehindu.com/sport/tennis/ankita-in-singles-semis-doubles-final/article30704830.ece
6,2020/01/31,Australian Open | Dominic Thiem beats Alexander Zverev to reach final,"Dominic Thiem won the new-generation battle with Alex Zverev 3-6 6-4 7-6(3) 7-6(4) to reach his first Australian Open final on Friday and set up the ultimate test against Melbourne Park maestro Novak Djokovic.

In an enthralling semifinal featuring a rain interruption, a lighting failure and a plenty of drama besides, the fifth seeded Austrian shrugged off a sluggish start and was braver on the big points under the roof at Rod Laver Arena.

He thrashed two blazing forehand winners to raise three match points in the decisive tiebreak, then sealed it with a cross-court volley to book his third Grand Slam final after losing the last two French Open deciders to Rafa Nadal.

“Both of us could have won this today,” Thiem, who dumped Nadal from the quarterfinals, said on court.

“Maybe (I have) a little bit of experience, little bit of something else. He's just 22, maybe not long before he makes it to his first Grand Slam final.

“It was an unreal match, again two tiebreaks, so tough and so close. It was almost impossible to break him.”

With the men's Grand Slams dominated for years by the 'Big Three' of Djokovic, Nadal and Roger Federer, Thiem will bid to become the first man born in the 1990s to win a major title.

For two players seeking a maiden final in Melbourne, it was a nervous start with each dropping their opening service games before rain halted play briefly for the roof to close.

After the resumption, Thiem was the first to blink with a double fault opening the door for Zverev, who crashed through to break the Austrian in the seventh game.

Still rattled, Thiem conceded the set in a flurry of unforced errors.

Zverev had served woefully in his dreadful ATP Cup in the leadup to Melbourne, but he needed only two second serves in the entire first set.

The demons returned briefly, however, as he opened the third game of the second set with consecutive double faults before dropping serve.

But that was just the cue for a madcap phase of service breaks and sparkling rallies -- and also a few bone-headed shots -- from both players.

Thiem finally held to 5-3, but the madness continued.

In an outrageous game of net-rushing, botched overhead smashes and thumping groundstrokes, Thiem fought off two break points before blasting an ace down the 'T' to take the set and level the match.

Light failure

The pair had literally shot the lights out, and play was halted for a second time after Zverev held serve to 1-0 in the third set due to lamps failing on the roof.

Following a break of some seven minutes, Thiem landed a crushing blow, luring Zverev into an ill-fated trip to the net before ripping a backhand past him to take his serve again.

He began throwing Zverev around the court with his power but the German hung tough, claiming a spell-binding rally with a searing pass after Thiem had dived like a goalkeeper for a volley.

Thiem dropped serve and Zverev lifted with some superb tennis.

His line call challenges were appalling, however, and he used up his quota by the ninth game, leading to a minor tantrum and a code violation for an audible obscenity.

Fired up, he prised two set points from Thiem but the Austrian nervelessly saved both before racing away in the tiebreak.

A sizzling forehand down the line brought three set points, and Thiem converted the first with a sumptuous one-handed backhand winner fired from an absurd angle.

There was no glorious dash to the finish line for Thiem, with the fourth set a grind but he was magnificent in the tiebreak as he courageously attacked the lines before claiming it with a decisive rush to the net.",tennis,https://www.thehindu.com/sport/tennis/bbgdzf/article30703916.ece/ALTERNATES/LANDSCAPE_615/THIEM,https://www.thehindu.com/sport/tennis/australian-open-dominic-thiem-beats-alexander-zverev-to-reach-final/article30703917.ece
7,2020/01/31,"Top news of the day: Delhi court postpones hanging of Nirbhaya case convicts, Economic Survey pegs GDP growth at 6-6.5% in next fiscal, and more","Additional Sessions Judge Dharmender Rana passed the order on plea by the convicts seeking a stay on their execution on February 1. During the hearing, Tihar Jail authorities challenged the application to stay the hanging of three convicts — Pawan Kumar Gupta, Vinay Kumar Sharma and Akshay Kumar — saying that only one convict’s plea is pending and the others can be hanged.

Government must use its strong mandate to deliver expeditiously on reforms, it says. | National Statistical Office revises GDP growth rate for 2018-19 downwards to 6.1% | Economic Survey 2019-20 highlights: Back to Adam Smith's Invisible Hand | All you wanted to know about the Budget | Watch: Budget 2020: Industry expectations | Highlights of CEA Subramanian press meet on Economic Survey: from 'wealth creation' to ‘Thalinomics' | What is Thalinomics?

Everyone with travel history to China from January 15 will have to undergo tests, says Health Ministry official. | Army establishes coronavirus quarantine facility for students returning from China | China reports new cases, deaths

The police said they have also urged the Board to form a medical panel to conduct a bone ossification test that will verify the age of the shooter.

The government has done nothing wrong as far as the amended Citizenship Act is concerned and has no reason to feel defensive about it, the Prime Minister told the BJP allies, according to a NDA constituent party leader, who did not wish to be quoted.

United Kingdom leaves the European Union at 11 p.m. GMT on January 31 (4.30 a.m. IST on February 1)

Spitzer, which was launched in 2003, studied some of the most distant galaxies ever detected with the light from some of the cosmic bodies travelling for billions of years to reach the telescope, NASA said.

Arvind Krishna has an undergraduate degree from IIT Kanpur, and a PhD in electrical engineering from the University of Illinois at Urbana-Champaign. | Wipro CEO and MD Abidali Neemuchwala quits

The fifth and final T20 will be played on February 2 at Mount Maunganui. | From 2008 to 2020: New Zealand’s sorry run in Super Overs

The CAC’s immediate task will be to pick replacements for outgoing selectors MSK Prasad and Gagan Khoda.

Dominic Thiem won the new-generation battle with Alex Zverev 3-6 6-4 7-6(3) 7-6(4) to reach his first Australian Open final on Friday and set up the ultimate test against Melbourne Park maestro Novak Djokovic. | Watch: How sustainable T-shirts from Tirupur are being used at Australian Open 2020",news,https://www.thehindu.com/news/h9q1wr/article30704153.ece/ALTERNATES/LANDSCAPE_615/0001OK804,https://www.thehindu.com/news/top-news-of-january-31-2020-delhi-court-postpones-hanging-of-nirbhaya-case-convicts-economic-survey-pegs-gdp-growth-at-6-65-in-next-fiscal-and-more/article30704154.ece
8,2020/01/31,"Morning digest: WHO declares global emergency over coronavirus, children rescued and suspect killed in UP's hostage crisis, and more","The World Health Organisation on Thursday declared an international emergency over the deadly coronavirus from China — a rarely used designation that could lead to improved international co-ordination in tackling the disease. “Our greatest concern is the potential for the virus to spread to countries with weaker health systems,” U.N. Health Agency's Director-General Tedros Adhanom Ghebreyesus told a briefing in Geneva as he declared a “public health emergency of international concern.”

Over 20 children, aged between six months and 15 years, were rescued after an armed man, a murder convict who took them hostage after inviting them for a birthday party at his house in a village at Farrukhabad, was killed on January 30 night, police said. The hostage drama began at Kasaria village in the afternoon. Hours later, the accused released a six-month-old girl by handing her over to his neighbour from a balcony, they said. The suspect Subhash Batham fired from inside the house on those who tried to speak to him, police said, adding that a man suffered a bullet injury.

Key National Democratic Alliance member Shiromani Akali Dal (SAD) on Thursday slammed the Modi government at an all-party meeting called ahead of the budget session, saying legislation drafted on religious lines was not acceptable and reasserted its line that the Citizenship (Amendment) Act (CAA) should not exclude Muslims. Akali Dal Rajya Sabha member Balwinder Singh Bhunder raised the issue during the meeting. His comments come at a time when BJP national president J.P. Nadda met SAD chief Sukhbir Singh Badal to resolve the differences between the two parties over seat-sharing in the Delhi Assembly elections.

India’s economy needs to be evaluated in terms of the global misery index (GMI), the Congress said on Thursday. The benchmark measures people’s “misery score” based on parameters such as unemployment and inflation rate instead of the conventional gross domestic product (GDP), it said. At a press conference at the party’s headquarters just days ahead of the Budget, former Union Minister Manish Tewari said India now ranked high on the global misery index as it scored poorly on the key economic parameters factored in by the GMI.

Former J&K Deputy Chief Minister and PDP patron Muzaffar Hussain Baig’s decision to unfurl the national flag at the party office in Jammu on January 26 was in defiance of PDP president Mehbooba Mufti. Emerging as a new face of the mainstream parties in J&K setting an “achievable agenda”, Mr. Baig speaks on how politics was shaping up after the dilution of the special status.



India should address the concerns regarding the new citizenship law, the envoy of the United Kingdom said here on Thursday High Commissioner Sir Dominique Asquith’s comment came even as the Ministry of External Affairs (MEA) maintained that the Citizenship (Amendment) Act (CAA), 2019, is an internal matter of the country. “We noted what the government said that, ‘together with all, development for all, trust for all’, and I believe that is the manifested commitment of this government and I trust that it will continue to address the concerns that have been expressed. But that is for the Indian government and the Indian people,” Sir Dominique said.

Dr. Kafeel Khan, who was arrested from the Mumbai international airport on Wednesday evening by the Special Task Force (STF) of the Uttar Pradesh Police, was produced before a metropolitan magistrate court in Bandra on Thursday afternoon amid heavy security. As he was being led inside the court Dr. Khan told the media, “I was given a clean chit in the Gorakhpur [hospital deaths] case, now they are trying to frame me again. I would request the Maharashtra government to let me stay here as I do not trust U.P. police.”

Veteran scientist Dr. M.S. Swaminathan released a special publication on the Mahatma Gandhi assassination trial titled The Assassination of Mahatma Gandhi – Trial & Verdict 1948-49 published by The Hindu, as part of the History Series. The special publication is a tribute to Mahatma Gandhi on his 150th birth anniversary year. Releasing the book at his house on Thursday evening in the presence of N. Ram, Chairman, THG Publishing Pvt Ltd., Dr. Swaminathan said it was a moving moment for him, as he was present at Birla House when Mahatma Gandhi was assassinated.

The United States on Thursday extended exemptions to let an internationally-backed nuclear deal with Iran go forward, even as it announced new sanctions to step up pressure. President Donald Trump in 2018 pulled out of the accord negotiated by his predecessor Barack Obama, sending tensions soaring with Iran and leading Tehran to curb compliance, but European powers still back the deal.

Teen climate activist Greta Thunberg and the global protest movement “Fridays for Future” were nominated Thursday for the 2020 Nobel Peace Prize by two Swedish lawmakers. “Greta Thunberg is a climate activist, and the main reason she deserves the Nobel Peace Prize is that despite her young age, she has worked hard to make politicians open their eyes to the climate crisis,” Left Party Parliamentarians Jens Holm and Hakan Svenneling wrote in a letter to the Norwegian Nobel Committee.

Egypt’s Antiquities Ministry on Thursday unveiled the tombs of ancient high priests and a sarcophagus dedicated to the sky god Horus at an archaeological site in Minya governorate. The mission found 16 tombs containing 20 sarcophagi, some engraved with hieroglyphics, at the Al-Ghoreifa site, about 300 km south of Cairo. One of the stone sarcophagi was dedicated to the god Horus, the son of Isis and Osiris, and features a depiction of the goddess Nut spreading her wings.

An unassailable lead has opened up the window for experimentation but there will be no let-up in India’s intensity when it faces New Zealand in the fourth T20 International in Wellington on Friday. Both teams spent Thursday travelling from Hamilton to Wellington, and with a similar tight schedule for the final game of the series as well, there seems to be little chance of nets for either match. India skipper Virat Kohli and coach Ravi Shastri pride themselves on a win-at-all-times mentality, and have the chance to go for a 5-0 sweep.",news,https://www.thehindu.com/incoming/h3nukq/article30696939.ece/ALTERNATES/LANDSCAPE_615/0001OK29Ejpg,https://www.thehindu.com/news/morning-news-digest-january-31-2020/article30698870.ece
9,2020/01/31,Donald Trump likely to be acquitted,"With a key Senator declaring that he would vote against new witnesses in the impeachment trial of U.S. President Donald Trump, the President is likely to be acquitted before the close of Friday’s Senate session. GOP Senator Lamar Alexander of Tennessee said Mr. Trump’s relationship with Ukraine were inappropriate but not grounds for his removal.

“It was inappropriate for the President to ask a foreign leader to investigate his political opponent and to withhold U.S. aid to encourage that investigation,” Mr. Alexander, who is retiring this year, said via a statement. “But the Constitution does not give the Senate the power to remove the President from office and ban him from this year’s ballot simply for actions that are inappropriate.”

Mr. Trump was impeached by the House of Representatives in December for abuse of power and obstruction of Congress. A House Democrat-led inquiry had concluded that Mr. Trump conditioned $391 million in military assistance to Ukraine and a crucial White House meeting with its President Volodymyr Zelensky on the Ukrainians publicly announcing investigations into former Vice-President and leading Democrat candidate for the White House, Joseph Biden, and his son, Hunter, who was on the board of Ukrainian gas company Burisma.

“The question then is not whether the President did it, but whether the U.S. Senate or the American people should decide what to do about what he did. I believe that the Constitution provides that the people should make that decision in the presidential election that begins in Iowa on Monday,” Mr. Alexander said.

Democrats would like to hear testimony from former National Security Adviser John Bolton, who had said, as per reports of a leaked book manuscript, that Mr. Trump had asked him to withhold aid pending Ukraine’s announcement of investigations.

A minimum of four Republican senators would need to vote with their 47 Democrat colleagues to get the 51 of 100 votes required to summon new evidence and witnesses. In addition to Mr. Alexander, Democrats were hopeful that three others would vote with them — Lisa Murkowski of Alaska, Susan Collins, a moderate from Maine and former Presidential candidate and Massachusetts Governor Mitch Romney.

Ms. Collins has said she will vote for new witnesses and Mr. Romney has indicated he is also likely to vote that way.

“Why should this body not call Ambassador Bolton?” Ms. Murkowski asked the President’s counsel on Thursday night, as two days of Senators asking questions, moderated by Chief Justice John Roberts, drew to a close.

Even if Ms Murkowski decides to vote for witnesses on Friday, it only gets the ‘ yes ’ votes to 50 – potentially requiring Justice Roberts to break a tie. It is unclear whether the Chief Justice will intervene.

Trump heads to Iowa

Mr. Trump addressed a rally at Drake University in Des Moines, Iowa on Thursday — where the 2020 presidential race kicks off on Monday night when members of the Democratic and Republican party begin the process of choosing their presidential candidates in the Iowa Caucuses.

“Washington Dems have spent the last 3 years trying to overturn the last election – and we will make sure they face another crushing defeat in the NEXT ELECTION,” Mr. Trump said on Twitter on Thursday night.",international,https://www.thehindu.com/news/international/wbcoab/article30705796.ece/ALTERNATES/LANDSCAPE_615/thjc-Lamar-Alexander,https://www.thehindu.com/news/international/donald-trump-likely-to-be-acquitted/article30705797.ece
